ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge_1,leading_edge_2,leading_edge_3,core_enrichment
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Fludarabine_S.R,23,-0.489561592,-1.549781447,0.045045045,0.107250107,0.063221116,1108,tags=43%, list=9%, signal=40%,APP/PGLYRP1/STC1/FSTL1/VTN/S100A4/COL3A1/COL5A2/SPP1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Fludarabine_S.R,122,-0.291765129,-1.291046075,0.049261084,0.111957009,0.06599571,2401,tags=32%, list=19%, signal=26%,GABARAPL2/MEF2D/AKT2/CRAT/CHRNG/WWTR1/PDLIM7/GAA/PDE4DIP/TSC2/ST5/SPEG/SH2B1/APP/TNNT1/MAPK12/KIFC3/CLU/TPD52L1/IGFBP3/MYL6B/PGAM2/SH3BGR/FGF2/PPP1R3C/SPARC/MRAS/DMPK/STC2/COL4A2/ADCY9/ITGB5/CKB/FHL1/NQO1/COL3A1/FXYD1/ITGA7
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,Fludarabine_S.R,22,0.510235703,1.417411819,0.074738416,0.162410394,0.095736653,2328,tags=45%, list=18%, signal=37%,CRMP1/ETS2/CDK5R1/VEGFA/L1CAM/NRP1/PTCH1/MYH9/CDK6/NRP2
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,Fludarabine_S.R,66,0.387171858,1.33966528,0.077956989,0.162410394,0.095736653,3591,tags=45%, list=28%, signal=33%,TTK/MLF1/CHFR/NCAPH/MAP7/HSPA2/STRBP/PARP2/BUB1/TULP2/BRAF/CDKN3/CDK1/TOPBP1/AURKA/CLPB/DBF4/PRKAR2A/KIF2C/EZH2/GSG1/LPIN1/PSMG1/HSPA4L/VDAC3/RPL39L/PEBP1/OAZ3/IDE/TSN
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,Fludarabine_S.R,70,-0.302148904,-1.23874255,0.099616858,0.199233716,0.117443033,2328,tags=30%, list=18%, signal=25%,PHYH/SCP2/PEX1/SOD1/NR3C2/FADS2/SLC23A2/PECR/ABCA3/HSD17B4/ABCA1/MLYCD/IDH2/ABCA2/SLCO1A2/SLC27A5/FDXR/GNMT/LIPE/HSD3B7
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,Fludarabine_S.R,28,0.457277781,1.331783261,0.125,0.240384615,0.141700405,3103,tags=36%, list=24%, signal=27%,DKK1/JAG2/PTCH1/SKP2/JAG1/HDAC2/TP53/NOTCH1/CUL1/PPARD
HALLMARK_COAGULATION,HALLMARK_COAGULATION,Fludarabine_S.R,82,0.331282813,1.187465401,0.195026178,0.361159589,0.212894073,820,tags=18%, list=6%, signal=17%,SERPINB2/THBD/F3/PLAU/CD9/ANXA1/PDGFB/MMP14/THBS1/ITGA2/PLAT/PREP/F12/LTA4H/DUSP6
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Fludarabine_S.R,160,0.288655691,1.131052914,0.241798299,0.431782677,0.254524525,2180,tags=23%, list=17%, signal=19%,CLDN7/LAD1/SFN/P2RY2/AREG/AQP3/KRT19/PTGES/RHOBTB3/ZNF185/KRT13/HES1/SLC1A1/CHPT1/KRT15/ISG20L2/KAZN/KLF4/PODXL/SLC27A2/FOXC1/INHBB/SLC19A2/DLC1/RBBP8/DYNLT3/ANXA9/PPIF/DHCR7/NRIP1/ENDOD1/MREG/MAST4/FLNB/FDFT1/BHLHE40/ADD3
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,Fludarabine_S.R,89,0.312806491,1.130876955,0.258064516,0.438596491,0.25854109,4113,tags=36%, list=32%, signal=25%,AKAP12/KRT19/SMS/ALDH1A3/TNFAIP8/SAT1/ACSL3/HERC3/MAP7/PGM3/HMGCS1/HOMER2/ZMIZ1/GNAI3/SORD/CDK6/SCD/CCND3/ARID5B/UBE2J1/ADRM1/ACTN1/IQGAP2/ELOVL5/SEC24D/SGK1/SRP19/PA2G4/IDI1/TPD52/INPP4B/VAPA
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,Fludarabine_S.R,15,0.468074175,1.179224908,0.273021002,0.438596491,0.25854109,1944,tags=33%, list=15%, signal=28%,CHGA/ELP4/FOXO1/VDR/PAX6
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Fludarabine_S.R,85,0.310934298,1.117055592,0.280312907,0.438596491,0.25854109,5213,tags=54%, list=41%, signal=32%,SFN/DAPP1/HRAS/RPS6KA1/CAB39/RALB/MKNK1/THEM4/CDK1/PDK1/CFL1/RIPK1/CDKN1A/PLCB1/PRKAR2A/EGFR/MAP2K3/SLC2A1/TIAM1/PTPN11/MKNK2/YWHAB/RAF1/IRAK4/STAT2/RAC1/ACTR3/PIN1/ACTR2/TRAF2/RPTOR/PTEN/EIF4E/MYD88/CLTC/MAPKAP1/PLA2G12A/AP2M1/ACACA/UBE2D3/MAPK1/CAB39L/CALR/ARHGDIA/ARPC3/PPP1CA
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,Fludarabine_S.R,52,-0.286005638,-1.088026079,0.284172662,0.438596491,0.25854109,2065,tags=23%, list=16%, signal=19%,SKIL/SMAD6/PMEPA1/KLF10/SMAD1/ACVR1/TGIF1/ID2/RAB31/NOG/ID3
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,Fludarabine_S.R,137,0.287108128,1.099043574,0.289473684,0.438596491,0.25854109,1043,tags=15%, list=8%, signal=14%,SERPINB2/F3/TNFAIP3/CASP4/CDA/PDGFB/MMP14/LIPA/PLAT/SPOCK2/CDK5R1/PREP/APOBEC3F/DUSP5/LTA4H/CTSS/DUSP6/ERAP2/GATA3/CASP1
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Fludarabine_S.R,124,0.289837806,1.092131435,0.312421581,0.459443501,0.270829853,3351,tags=31%, list=26%, signal=23%,CDKN2B/RRAD/MAOA/AQP3/EPCAM/MMP14/BAK1/ICAM1/GPX3/CXCL2/SLC6A8/CLTB/HSPA2/AGO2/STIP1/PARP2/H2AFX/POLG2/PPIF/RAB27A/ATF3/PRKCD/MARK2/BMP2/PSMC3/PRPF3/CHRNA5/DNAJA1/ALAS1/DDX21/CCND3/TARS/CASP3/ATP6V1C1/HNRNPU/STARD3/CNP/DGAT1/E2F5
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,Fludarabine_S.R,142,0.275061685,1.057813124,0.365914787,0.52273541,0.308138768,4403,tags=41%, list=35%, signal=27%,CDA/UPF3B/HPRT1/DGUOK/ERCC2/POLR2G/SUPT5H/POLR2E/NELFCD/RALA/POLR2A/SSRP1/POLR2J/VPS28/NME1/SAC3D1/TP53/RAE1/NUDT21/POLR2F/ALYREF/DDB1/SF3A3/NCBP2/TAF13/GTF3C5/POLD3/POLA1/SUPT4H1/USP11/RFC3/CSTF3/BCAP31/PNP/POLE4/POLB/GTF2H3/ADRM1/STX3/ZNF707/POLR3C/RPA3/SNAPC4/GTF2H1/ZWINT/SNAPC5/NUDT9/PCNA/NELFB/FEN1/AK3/POLR2I/AK1/POLR1D/RPA2/POLL/GTF2A2/CCNO
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Fludarabine_S.R,128,0.271483669,1.029243887,0.413836478,0.559755743,0.32996128,2438,tags=22%, list=19%, signal=18%,G0S2/MAOA/CCDC58/SMS/GLUL/PTPRG/CPOX/SDHD/ACSL5/ACSS1/RDH11/HSPH1/ACSL4/SDHA/YWHAH/HMGCS1/PDHA1/PTS/S100A10/HCCS/LDHA/SDHC/RETSAT/HSD17B10/H2AFZ/ADSL/TP53INP2/SUCLA2
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Fludarabine_S.R,158,0.262639599,1.024763884,0.423312883,0.559755743,0.32996128,1933,tags=20%, list=15%, signal=17%,HS3ST1/F3/CAV1/MT2A/AKAP12/TNFAIP3/TGFBI/PDGFB/SLC2A3/CCNG2/IRS2/ETS1/VEGFA/ZFP36/SRPX/MAP3K1/TES/KLF6/TPST2/CSRP2/PGK1/SLC37A4/ENO1/NEDD4L/DDIT4/PDK3/ATF3/PDK1/SDC4/LDHA/MYH9/CDKN1A
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Fludarabine_S.R,173,-0.216736828,-1.008524008,0.425414365,0.559755743,0.32996128,2585,tags=26%, list=20%, signal=21%,STOM/CPT2/ABCB8/UQCRQ/VEGFB/CRAT/IDH1/PHYH/SCP2/PDCD4/SLC25A1/QDPR/DNAJB9/ADCY6/SOD1/SPARCL1/HIBCH/UQCR11/MGST3/ACAA2/DECR1/ETFB/ABCA1/BCL2L13/COQ9/COL4A1/HADH/ACADM/PPP1R15B/SLC25A10/PFKFB3/LAMA4/CDKN2C/ECH1/TOB1/PEX14/PIM3/TST/ANGPTL4/SLC27A1/LIPE/MARC2/DDT/ITGA7
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,Fludarabine_S.R,44,-0.267797715,-0.983875332,0.470383275,0.603055481,0.355485336,2250,tags=34%, list=18%, signal=28%,TXNRD2/NDUFA6/G6PD/SRXN1/LAMTOR5/FES/SOD1/ABCC1/GLRX2/GSR/EGLN2/TXNRD1/NQO1/MGST1
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Fludarabine_S.R,69,0.278050889,0.968623317,0.512890095,0.641112619,0.377919017,4537,tags=48%, list=36%, signal=31%,MAL2/CD9/EBP/ANTXR2/PPARG/LDLR/JAG1/ALCAM/HMGCS1/DHCR7/PDK3/ATF3/FDFT1/CYP51A1/ERRFI1/SCD/MVK/ACSS2/S100A11/SQLE/NSDHL/FABP5/ALDOC/LGMN/FAM129A/IDI1/SC5D/CTNNB1/STX5/ACAT2/TMEM97/ANXA5/FASN
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Fludarabine_S.R,91,0.26734115,0.967150723,0.526657997,0.64226585,0.378598817,5115,tags=46%, list=40%, signal=28%,CAV2/AP3S1/ANP32E/CLN5/RAB22A/AP2B1/DST/VPS45/STX7/BNIP3/VAMP4/RAB9A/EGFR/VPS4B/ARCN1/LAMP2/SEC24D/CTSC/CLTA/ARFGEF2/OCRL/VAMP3/TMX1/TPD52/GLA/TOM1L1/ARFIP1/M6PR/COG2/CLTC/RAB14/RER1/BET1/RAB5A/AP2M1/RAB2A/ATP1A1/MAPK1/AP1G1/SNX2/COPB2/GNAS
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,Fludarabine_S.R,171,0.245275669,0.967766758,0.545565006,0.64948215,0.382852636,3023,tags=27%, list=24%, signal=21%,GPR87/PKP2/NT5E/MET/TGFBI/TGFA/B3GNT3/FUT8/IRS2/VEGFA/SLC16A3/SDC1/CENPA/PGK1/SLC37A4/FBP2/CYB5A/ENO1/TXN/DDIT4/PRPS1/VCAN/PDK3/CDK1/LDHA/SDHC/CLDN3/AURKA/HMMR/GMPPB/DEPDC1/SOX9/EGFR/PGAM1/SLC25A13/PGM2/CASP6/CLN6/P4HA1/P4HA2/PPIA/EXT1/AGL/STMN1/TPI1/NSDHL/UGP2
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,Fludarabine_S.R,27,0.306505357,0.888141671,0.62079063,0.721849569,0.425511325,1137,tags=22%, list=9%, signal=20%,AFAP1L2/DCBLD2/SRPX/GATA3/GHRL/LYPD3
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,Fludarabine_S.R,158,0.236709277,0.923589278,0.63803681,0.725041829,0.427393078,3214,tags=29%, list=25%, signal=22%,AQP3/SLC25A37/CPOX/ANK1/RIOK3/SPTB/SLC6A8/OPTN/ATG4A/ISCA1/ALAS2/UBAC1/KLF3/DMTN/CTNS/GMPS/FBXO34/CAT/GAPVD1/ENDOD1/RAD23A/BMP2K/HMBS/MOSPD1/PICALM/MAP2K3/SLC2A1/ABCG2/TOP1/XK/NUDT4/CCND3/P4HA2/CDC27/GLRX5/LAMP2/HDGF/RBM38/RHD/SLC11A2/SLC6A9/TSPAN5/PSMD9/EIF2AK1/BACH1/XPO7
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Fludarabine_S.R,50,-0.234334078,-0.879630224,0.701107011,0.770295746,0.454069072,758,tags=12%, list=6%, signal=11%,IRF9/IL15RA/MAP3K8/IL1R1/HMOX1
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,Fludarabine_S.R,75,0.24422528,0.86456783,0.708672087,0.770295746,0.454069072,3835,tags=40%, list=30%, signal=28%,IFIT2/TXNIP/IFI30/CASP1/SAMD9/HERC6/IFI35/IFIT3/ISG15/ELF1/IL7/PNPT1/EPSTI1/IL4R/EIF2AK2/UBE2L6/TRIM21/TMEM140/OGFR/NUB1/CD47/CNP/PROCR/ADAR/PARP12/STAT2/IRF1/HELZ2/CD74/TDRD7
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,Fludarabine_S.R,29,0.267578838,0.790058882,0.78115942,0.83102066,0.48986481,3103,tags=34%, list=24%, signal=26%,DTX4/LFNG/HES1/MAML2/JAG1/APH1A/NOTCH1/ST3GAL6/CUL1/PPARD
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,Fludarabine_S.R,85,0.201071277,0.722364164,0.926988266,0.965612777,0.569203321,1992,tags=19%, list=16%, signal=16%,HRAS/BCL10/ACSL5/RDH11/ACSL4/SLC27A2/TOP2A/YWHAH/ABCD1/MSH2/ITGB1BP1/SMARCC1/CAT/SLC35B2/TSPO/RETSAT
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Fludarabine_S.R,108,0.186090914,0.687835336,0.964240102,0.983918472,0.579994046,2740,tags=23%, list=22%, signal=18%,EIF2S1/TUBB2A/VEGFA/DKC1/DDX10/SDAD1/NPM1/KHSRP/EIF4A3/H2AFX/DDIT4/EXOSC2/ATF3/EIF4G1/BAG3/NOLC1/ALDH18A1/DCTN1/EXOSC9/TTC37/NABP1/EXOSC5/MTHFD2/NOP56/EIF4A1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Fludarabine_S.R,182,0.16973867,0.675933791,0.991636798,0.991636798,0.584543797,4811,tags=43%, list=38%, signal=27%,ACAT1/SDHD/GLUD1/NDUFS6/ABCB7/NDUFS3/MRPS30/NDUFA9/SUPV3L1/SDHA/NDUFS8/ISCA1/CYB5A/NDUFC2/COX8A/PDHA1/NDUFB4/SLC25A5/COX7B/PDP1/HCCS/LDHA/SDHC/NDUFB8/RETSAT/HSD17B10/PRDX3/NDUFA5/NDUFB6/POLR2F/SUCLA2/ALAS1/FH/MRPL11/ISCU/MTRR/NDUFB2/TIMM50/VDAC3/ATP6V1C1/DLAT/PHB2/NNT/ATP6V1D/MRPS15/SLC25A12/SDHB/CASP7/MRPL15/MPC1/COX6A1/PMPCA/TCIRG1/PDHX/NDUFS4/TIMM8B/HADHA/RHOT1/AIFM1/OGDH/ACAA1/LRPPRC/COX7A2L/MRPS22/MRPS12/OPA1/SLC25A3/CYCS/UQCRC1/MRPL35/PDHB/HTRA2/AFG3L2/MFN2/DLST/FXN/TOMM22/NDUFC1
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,Gefitinib_S.R,183,0.504718819,2.055527977,0.001470588,0.025720165,0.020576132,2262,tags=40%, list=18%, signal=33%,KRT17/IL1A/TP63/SFN/RRAD/SERPINB5/TNNI1/BTG2/ITGB4/ATF3/DEF6/JAG2/KLF4/FOS/CDH13/CDKN2B/CDKN2A/BAK1/TGFA/ST14/HBEGF/GM2A/EPS8L2/MXD1/UPP1/SAT1/DGKA/PERP/TRAFD1/CASP1/STOM/SLC19A2/TM7SF3/BMP2/PPP1R15A/VAMP8/FDXR/EPHA2/TOB1/BLCAP/VDR/RETSAT/FOXO3/SDC1/PDGFA/NOTCH1/NOL8/RAP2B/TRAF4/RPL36/IER5/TP53/PHLDA3/MDM2/SLC3A2/HDAC3/VWA5A/GADD45A/GLS2/ISCU/ZMAT3/FUCA1/SP1/SESN1/DDB2/TPD52L1/PIDD1/CDKN1A/ABAT/CSRNP2/RNF19B/RXRA/DCXR
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gefitinib_S.R,168,0.471421789,1.891947054,0.001485884,0.025720165,0.020576132,1860,tags=35%, list=15%, signal=30%,IL1A/IL1B/SERPINB2/F3/IFIT2/PTGER4/AREG/BTG2/ATF3/KLF4/FOS/TNFAIP3/CXCL2/FOSB/ZFP36/JUNB/HBEGF/PTGS2/EFNA1/MXD1/TNFAIP8/TNFAIP2/SAT1/BIRC3/HES1/DUSP1/IL23A/EGR1/VEGFA/LAMB3/LITAF/BMP2/ICAM1/IFIH1/PPP1R15A/F2RL1/GCH1/MCL1/SDC4/DUSP5/EDN1/PLAU/TRIP10/SOCS3/IER2/KDM6B/TNIP1/NFKBIA/B4GALT5/IER5/IRS2/GADD45A/EHD1/ETS2/IRF1/SIK1/RCAN1/PFKFB3/FOSL1
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,Gefitinib_S.R,105,0.487562069,1.825422025,0.00154321,0.025720165,0.020576132,1279,tags=24%, list=10%, signal=22%,IL1A/IL1B/F3/RNF144B/KCNMB2/PTGER4/BTG2/GNA15/IL4R/P2RY2/HBEGF/MET/PCDH7/MXD1/MMP14/EREG/CCR7/CD55/ICAM1/CXCL8/GCH1/ADRM1/EDN1/BST2/NFKBIA
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Gefitinib_S.R,144,-0.548497328,-2.308655633,0.002949853,0.025839793,0.020671835,784,tags=33%, list=6%, signal=32%,GEM/CTGF/THBS2/ACTA2/WNT5A/BMP1/ENO2/TIMP1/LOX/ITGA5/TPM1/CAP2/PFN2/MYL9/RHOB/LGALS1/DPYSL3/TGFBI/ITGB5/PTX3/TNC/HTRA1/COL4A1/CDH2/PLOD1/SNTB1/APLP1/FERMT2/COL7A1/FSTL3/SGCB/FN1/ITGAV/ID2/EDIL3/VEGFC/COL4A2/PMEPA1/NNMT/SERPINE2/PMP22/IGFBP2/TPM2/COL6A2/IGFBP4/BASP1/VIM
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Gefitinib_S.R,160,0.394366446,1.569438014,0.003012048,0.025839793,0.020671835,2172,tags=32%, list=17%, signal=27%,SFN/KRT13/LAD1/AQP3/CLDN7/RHOD/AREG/PTGES/SLC7A5/KRT15/RAB17/P2RY2/ELF3/KLF4/FOS/KAZN/SCNN1A/ZNF185/SEMA3B/SLC27A2/HES1/SLC26A2/NXT1/SLC19A2/NRIP1/WWC1/KRT19/HSPB8/TOB1/KRT8/TIAM1/ELF1/TSKU/RAPGEFL1/TFAP2C/FASN/SYT12/JAK2/AFF1/DHCR7/DHRS3/KCNK5/THSD4/TPD52L1/MYC/ESRP2/NADSYN1/TBC1D30/RBBP8/ABAT/TJP3/TIPARP
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,Gefitinib_S.R,130,0.409823001,1.57557288,0.003100775,0.025839793,0.020671835,965,tags=17%, list=8%, signal=16%,IL1A/IL1B/TIMP3/CAV1/BTG2/GNA15/ATF3/ANXA1/ERBB3/BCL10/SAT1/BIRC3/CASP4/EREG/CASP1/BMP2/GPX3/EMP1/GCH1/MCL1/FDXR/RETSAT
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,Gefitinib_S.R,150,0.386343181,1.520314696,0.004615385,0.028846154,0.023076923,1090,tags=21%, list=9%, signal=20%,SFN/KRT13/PTPN6/CDH1/TRIM29/AREG/PTGES/CAV1/SLC7A5/LAMC2/KLF4/FOS/AGR2/ZFP36/SCNN1A/ST14/GJB3/CD9/SEMA3B/MAPK13/SLC27A2/PERP/SLC26A2/NXT1/PKP3/NRIP1/KRT19/TSPAN13/HSPB8/TOB1/CYP4F11/EMP2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Gefitinib_S.R,111,0.419323899,1.576554473,0.004615385,0.028846154,0.023076923,1560,tags=34%, list=12%, signal=30%,LCP1/IL1B/PLEK2/MPZL2/IGFBP3/GALNT3/KLF4/TNFAIP3/ITGA2/ANO1/HBEGF/PTGS2/ALDH1A3/SEMA3B/MAP7/BIRC3/EREG/RABGAP1L/TSPAN1/BMP2/PPP1R15A/F2RL1/ITGB2/AKAP12/ARG1/EMP1/TSPAN13/HDAC9/SPP1/PLAU/ZNF277/JUP/ANGPTL4/MAP3K1/AMMECR1/GPRC5B/DUSP6/VWA5A
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Gefitinib_S.R,128,-0.37554466,-1.561914435,0.005617978,0.031210986,0.024968789,1983,tags=31%, list=16%, signal=27%,UROS/ACADVL/SERINC1/CPT2/IDH3G/YWHAH/ACAA1/DECR1/HSD17B10/ECHS1/PDHB/RDH11/MGLL/SDHD/ACOT8/ADSL/CRAT/CPOX/UROD/CPT1A/ECI2/HADH/METAP1/HPGD/UGDH/ELOVL5/SUCLG2/ENO2/AADAT/ACAA2/PTS/ACSL5/CBR1/LGALS1/NTHL1/UBE2L6/PTPRG/D2HGDH/G0S2
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,Gefitinib_S.R,144,0.377311698,1.480573886,0.007541478,0.034911325,0.02792906,2136,tags=29%, list=17%, signal=25%,PTPN6/IFIT2/IL4R/MT2A/KLRK1/IFIT3/TNFAIP3/PTGS2/TNFAIP2/UPP1/HERC6/CASP4/TRAFD1/CASP1/FCGR1A/CD274/PLA2G4A/OAS3/ICAM1/IFIH1/PSMB10/GCH1/VAMP8/IL18BP/AUTS2/SOCS3/BST2/NFKBIA/ITGB7/IFIT1/TNFSF10/VAMP5/EIF4E3/IRF1/JAK2/PSMA2/ZNFX1/IRF7/CDKN1A/PARP14/MYD88/TRIM14
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Gefitinib_S.R,135,0.377010321,1.459097833,0.007680492,0.034911325,0.02792906,833,tags=18%, list=7%, signal=17%,COL17A1/CDH3/MPZL2/CDH1/CLDN7/LIMA1/ITGB4/PCDH1/LAMC2/DSC3/GRB7/EGFR/ITGA2/CDH4/MAPK13/CLDN4/CLDN5/LAMA3/CD274/LAMB3/DLG1/ICAM1/CNN2/FSCN1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Gefitinib_S.R,136,-0.324111055,-1.363123288,0.022857143,0.095238095,0.076190476,828,tags=16%, list=7%, signal=15%,PAPSS2/UGDH/HMOX1/ELOVL5/SLC35B1/PEMT/IL1R1/NQO1/GSTM4/PTS/ALDH2/CBR1/DDT/TGFB2/PMM1/SMOX/ID2/BCAT1/ABCC3/AKR1C3/IGFBP4
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Gefitinib_S.R,77,0.36883828,1.323770852,0.071312804,0.274207369,0.219365895,1330,tags=22%, list=10%, signal=20%,SERPINB2/KRT5/KRT13/BTG2/KRT15/WNT16/SLC6A14/ALOX12B/TENM2/CPEB3/GPR3/SERPINA10/PRODH/EDN1/STAG3/CCDC106/MTHFR
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Gefitinib_S.R,124,0.334243861,1.278113409,0.077862595,0.274207369,0.219365895,2051,tags=24%, list=16%, signal=20%,RRAD/AQP3/BTG2/ATF3/FOS/CXCL2/CDKN2B/FOSB/BAK1/JUNB/MMP14/SLC6A8/BSG/BMP2/ICAM1/GPX3/EPCAM/GCH1/MARK2/NFKBIA/CLTB/MGAT1/TARS/IRF1/PRKCD/HSPA2/ARRB2/RFC4/CEBPG/NAT1
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,Gefitinib_S.R,52,-0.372020496,-1.321862906,0.082262211,0.274207369,0.219365895,2638,tags=35%, list=21%, signal=28%,BMPR2/SERPINE1/KLF10/CTNNB1/SPTBN1/FURIN/HIPK2/NCOR2/SMAD3/TGFB1/ACVR1/SMAD6/WWTR1/RAB31/NOG/ID2/PMEPA1
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Gefitinib_S.R,23,-0.460836019,-1.383163801,0.098591549,0.301659125,0.2413273,1382,tags=35%, list=11%, signal=31%,VCAN/FSTL1/VAV2/TIMP1/NRP1/S100A4/ITGAV
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Gefitinib_S.R,122,-0.297056509,-1.225496712,0.102564103,0.301659125,0.2413273,2095,tags=31%, list=16%, signal=26%,MAPRE3/HDAC5/CNN3/APP/GABARAPL2/LPIN1/TPM3/DMPK/TAGLN/ABLIM1/GAA/FGF2/SH3BGR/ITGA7/PDLIM7/AKT2/PDE4DIP/AEBP1/SVIL/TGFB1/SORBS3/CRAT/TSC2/MRAS/CKB/PPP1R3C/TNNT1/NQO1/WWTR1/MAPK12/ITGB5/FHL1/COL4A2/STC2/BIN1/TPM2/COL6A2
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Gefitinib_S.R,158,-0.27841548,-1.183236639,0.127596439,0.347427558,0.277942046,1752,tags=27%, list=14%, signal=24%,ERRFI1/GAA/HEXA/NDST2/SLC25A1/HDLBP/PAM/PKLR/PFKL/PDK1/XPNPEP1/GPI/ADORA2B/TGM2/P4HA2/GBE1/ILVBL/GPC1/PGK1/ETS1/HAS1/NDRG1/RRAGD/CTGF/HMOX1/SLC37A4/TPST2/SRPX/SDC2/ENO2/PPP1R3C/LOX/CHST3/TGFBI/SDC3/S100A4/PRKCA/SLC2A3/GPC4/SAP30/CA12/STC2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Gefitinib_S.R,121,-0.287529487,-1.186778808,0.132022472,0.347427558,0.277942046,2800,tags=31%, list=22%, signal=25%,CDK13/PIAS3/DLC1/BDNF/SFMBT1/ATRX/GRK5/NOTCH2/SERPINE1/SRI/GJA1/ANXA4/SYNJ2/ATXN1/ACVR2A/CDC42BPA/MTA1/MGLL/ADORA2B/SMAD3/PEX14/AKT3/ADD3/TGFBR2/PPARG/SDC2/PTPRM/VAV2/TFPI/NRP1/CAP2/EFEMP1/HAS2/PRKCA/PRKAR2B/MAP1B/PMP22
