Cell,Drug,norm.GR50,Class.KDE,SubMedianGR50,Class.MD,CCA.Subgroup,Organ.Subgroup
HuCCT-1,JQ1,-1.47143336107642,Sensitive,-0.498522169,Sensitive,Subgroup 2,pancreas-like
HuH-28,JQ1,-1.45736465788738,Sensitive,-0.49376981,Sensitive,Subgroup 2,liver-like
KKK-D068,JQ1,-0.287135902469132,Sensitive,-0.098470607,Sensitive,Subgroup 2,liver-like
KKK-D131,JQ1,0.187293826007203,Resistant,0.061790105,Resistant,Subgroup 2,pancreas-like
KKK-D138,JQ1,0.385259701122868,Resistant,0.128662289,Resistant,Subgroup 1,liver-like
KKU-055,JQ1,2.81063186077884,Resistant,0.947944568,Resistant,Subgroup 2,liver-like
KKU-100,JQ1,0.601099235719295,Resistant,0.201572133,Resistant,Subgroup 2,liver-like
KKU-156,JQ1,-0.595331402889883,Sensitive,-0.202577975,Sensitive,Subgroup 1,pancreas-like
KKU-213,JQ1,-0.464810242407008,Sensitive,-0.158488381,Sensitive,Subgroup 1,pancreas-like
KKU-214,JQ1,-0.0185188528227937,Resistant,-0.007732702,Sensitive,Subgroup 1,pancreas-like
RBE,JQ1,-0.582107237704639,Sensitive,-0.198110898,Sensitive,Subgroup 1,liver-like
SSP-25,JQ1,0.00437274465275237,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,JQ1,0.250303480168919,Resistant,0.083074547,Resistant,Subgroup 2,pancreas-like
YSCCC,JQ1,0.254210210747251,Resistant,0.084394227,Resistant,Subgroup 2,pancreas-like
HuCCA-1,K03861,1.8740027623423,Resistant,0.399418315,Resistant,Subgroup 1,pancreas-like
HuCCT-1,K03861,-0.212246503068912,Resistant,0.051568943,Resistant,Subgroup 2,pancreas-like
HuH-28,K03861,-0.565288832448086,Sensitive,-0.007295333,Sensitive,Subgroup 2,liver-like
KKK-D068,K03861,0.0272528020235388,Resistant,0.091501699,Resistant,Subgroup 2,liver-like
KKK-D131,K03861,-0.787744964655256,Sensitive,-0.044386407,Sensitive,Subgroup 2,pancreas-like
KKK-D138,K03861,-0.0666740519524378,Resistant,0.075840868,Resistant,Subgroup 1,liver-like
KKU-055,K03861,-0.73147434516163,Sensitive,-0.035004163,Sensitive,Subgroup 2,liver-like
KKU-100,K03861,1.44233442921316,Resistant,0.327444385,Resistant,Subgroup 2,liver-like
KKU-156,K03861,-1.13597225082516,Sensitive,-0.10244785,Sensitive,Subgroup 1,pancreas-like
KKU-213,K03861,-0.7939128126586,Sensitive,-0.045414799,Sensitive,Subgroup 1,pancreas-like
KKU-214,K03861,-0.526606984339986,Sensitive,-0.000845741,Sensitive,Subgroup 1,pancreas-like
RBE,K03861,0.87043097414139,Resistant,0.232088446,Resistant,Subgroup 1,liver-like
SSP-25,K03861,-0.521534597605943,Sensitive,0,Resistant,Subgroup 2,liver-like
TFK-1,K03861,-0.664930856203784,Sensitive,-0.023909079,Sensitive,Subgroup 2,pancreas-like
YSCCC,K03861,1.7923652311994,Resistant,0.385806536,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Lapatinib,-2.73650061496628,Sensitive,-1.225773216,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Lapatinib,0.519872997929483,Resistant,0.054349758,Resistant,Subgroup 2,pancreas-like
HuH-28,Lapatinib,0.394900879669358,Resistant,0.005221587,Resistant,Subgroup 2,liver-like
KKK-D068,Lapatinib,0.898016098779483,Resistant,0.203002747,Resistant,Subgroup 2,liver-like
KKK-D131,Lapatinib,0.693703565008671,Resistant,0.122684823,Resistant,Subgroup 2,pancreas-like
KKK-D138,Lapatinib,0.381618219745594,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Lapatinib,0.517803466040504,Resistant,0.053536198,Resistant,Subgroup 2,liver-like
KKU-100,Lapatinib,0.736154630561855,Resistant,0.139372891,Resistant,Subgroup 2,liver-like
KKU-156,Lapatinib,-0.482532896722526,Sensitive,-0.339709084,Sensitive,Subgroup 1,pancreas-like
KKU-213,Lapatinib,-0.0733297003245072,Sensitive,-0.178845966,Sensitive,Subgroup 1,pancreas-like
KKU-214,Lapatinib,0.0388090715069642,Sensitive,-0.134762751,Sensitive,Subgroup 1,pancreas-like
RBE,Lapatinib,0.227964802550525,Sensitive,-0.060403164,Sensitive,Subgroup 1,liver-like
SSP-25,Lapatinib,0.0719191574916147,Sensitive,-0.121746744,Sensitive,Subgroup 2,liver-like
TFK-1,Lapatinib,0.597229358234575,Resistant,0.084759553,Resistant,Subgroup 2,pancreas-like
YSCCC,Lapatinib,-1.78562903550532,Sensitive,-0.851973186,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,LCL161,0.0278555604246557,Resistant,-0.24318376,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,LCL161,-1.06106536354706,Sensitive,-0.963350361,Sensitive,Subgroup 2,liver-like
KKK-D068,LCL161,-3.34896482068926,Sensitive,-2.476471047,Sensitive,Subgroup 2,liver-like
KKK-D131,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,LCL161,0.246015854357122,Resistant,-0.098901697,Sensitive,Subgroup 1,pancreas-like
KKU-213,LCL161,0.180566709110008,Resistant,-0.142187015,Sensitive,Subgroup 1,pancreas-like
KKU-214,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,LCL161,0.395559206034453,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,LY294002,-3.18445746394118,Sensitive,-0.388545582,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,LY294002,-0.669544981172409,Sensitive,-0.118942367,Sensitive,Subgroup 2,liver-like
KKU-156,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,LY294002,0.13794092412905,Resistant,-0.032378402,Sensitive,Subgroup 2,liver-like
TFK-1,LY294002,0.439973106356199,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,LY294002,-1.12364264893365,Sensitive,-0.167622467,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Masitinib,1.28967431864041,Resistant,0.211818398,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Masitinib,-0.391214227097333,Sensitive,-0.032365231,Sensitive,Subgroup 2,pancreas-like
HuH-28,Masitinib,1.158798969048,Resistant,0.192806062,Resistant,Subgroup 2,liver-like
KKK-D068,Masitinib,1.05745664973916,Resistant,0.178084006,Resistant,Subgroup 2,liver-like
KKK-D131,Masitinib,-0.00306681443825012,Resistant,0.024021163,Resistant,Subgroup 2,pancreas-like
KKK-D138,Masitinib,-0.804221899618243,Sensitive,-0.092363089,Sensitive,Subgroup 1,liver-like
KKU-055,Masitinib,-0.579309254958321,Sensitive,-0.059689902,Sensitive,Subgroup 2,liver-like
KKU-100,Masitinib,-0.511752981671956,Sensitive,-0.049875964,Sensitive,Subgroup 2,liver-like
KKU-156,Masitinib,-0.804557425262742,Sensitive,-0.092411831,Sensitive,Subgroup 1,pancreas-like
KKU-213,Masitinib,-2.15590164831343,Sensitive,-0.28872237,Sensitive,Subgroup 1,pancreas-like
KKU-214,Masitinib,-0.790962964485997,Sensitive,-0.090436956,Sensitive,Subgroup 1,pancreas-like
RBE,Masitinib,0.652803491422243,Resistant,0.119299813,Resistant,Subgroup 1,liver-like
SSP-25,Masitinib,-0.168421461297067,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Masitinib,1.01137849899397,Resistant,0.171390207,Resistant,Subgroup 2,pancreas-like
YSCCC,Masitinib,1.03929674929955,Resistant,0.175445907,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Methotexate,2.80641488691192,Resistant,2.165956075,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Methotexate,-0.273780347223419,Sensitive,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Methotexate,-0.157350681900569,Sensitive,0.081871934,Resistant,Subgroup 2,liver-like
KKK-D068,Methotexate,0.525657746462833,Resistant,0.562155209,Resistant,Subgroup 2,liver-like
KKK-D131,Methotexate,-0.699923273108595,Sensitive,-0.299658557,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Methotexate,-0.342012785158679,Sensitive,-0.047980226,Sensitive,Subgroup 1,liver-like
KKU-055,Methotexate,-1.08366599242132,Sensitive,-0.569501801,Sensitive,Subgroup 2,liver-like
KKU-100,Methotexate,0.0911795692934466,Resistant,0.256635404,Resistant,Subgroup 2,liver-like
KKU-156,Methotexate,-0.280983410398089,Sensitive,-0.005065107,Sensitive,Subgroup 1,pancreas-like
KKU-213,Methotexate,-1.06891141867466,Sensitive,-0.559126563,Sensitive,Subgroup 1,pancreas-like
KKU-214,Methotexate,-0.782652144689918,Sensitive,-0.3578325,Sensitive,Subgroup 1,pancreas-like
RBE,Methotexate,-0.261729686542112,Sensitive,0.008473879,Resistant,Subgroup 1,liver-like
SSP-25,Methotexate,1.05444401577007,Resistant,0.933991325,Resistant,Subgroup 2,liver-like
TFK-1,Methotexate,-0.4083464703352,Sensitive,-0.094625272,Sensitive,Subgroup 2,pancreas-like
YSCCC,Methotexate,0.881659992014293,Resistant,0.812491687,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Mitomycin C,-0.0951291048809757,Sensitive,-0.032723059,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Mitomycin C,1.05992150394305,Resistant,0.652062956,Resistant,Subgroup 2,pancreas-like
HuH-28,Mitomycin C,-1.53223425100161,Sensitive,-0.884728589,Sensitive,Subgroup 2,liver-like
KKK-D068,Mitomycin C,0.717721062335462,Resistant,0.449185199,Resistant,Subgroup 2,liver-like
KKK-D131,Mitomycin C,1.31332417275406,Resistant,0.802295857,Resistant,Subgroup 2,pancreas-like
KKK-D138,Mitomycin C,-0.273753130361527,Sensitive,-0.138622518,Sensitive,Subgroup 1,liver-like
KKU-055,Mitomycin C,-1.45027499311431,Sensitive,-0.836138031,Sensitive,Subgroup 2,liver-like
KKU-100,Mitomycin C,-1.53223425100161,Sensitive,-0.884728589,Sensitive,Subgroup 2,liver-like
KKU-156,Mitomycin C,1.03608360621107,Resistant,0.637930364,Resistant,Subgroup 1,pancreas-like
KKU-213,Mitomycin C,0.851327970218224,Resistant,0.528395704,Resistant,Subgroup 1,pancreas-like
KKU-214,Mitomycin C,0.997895141199514,Resistant,0.615289861,Resistant,Subgroup 1,pancreas-like
RBE,Mitomycin C,0.156670689325824,Resistant,0.116559558,Resistant,Subgroup 1,liver-like
SSP-25,Mitomycin C,-0.286586789029256,Sensitive,-0.146231111,Sensitive,Subgroup 2,liver-like
TFK-1,Mitomycin C,-0.922797558403747,Sensitive,-0.523416521,Sensitive,Subgroup 2,pancreas-like
YSCCC,Mitomycin C,-0.0399340681941727,Sensitive,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,MK2206,-1.11688121221614,Sensitive,-0.152147243,Sensitive,Subgroup 1,liver-like
KKU-055,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,MK2206,-1.34272012872734,Sensitive,-0.173950663,Sensitive,Subgroup 2,liver-like
KKU-156,MK2206,0.329448460871932,Resistant,-0.012512614,Sensitive,Subgroup 1,pancreas-like
KKU-213,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,MK2206,0.459053595684853,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,MK2206,-2.91943667246184,Sensitive,-0.326173378,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Momelotinib,-0.803690976960701,Sensitive,-0.230780486,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Momelotinib,-0.124532074117451,Sensitive,-0.09531882,Sensitive,Subgroup 2,pancreas-like
HuH-28,Momelotinib,-3.02051999985218,Sensitive,-0.672938207,Sensitive,Subgroup 2,liver-like
KKK-D068,Momelotinib,0.541982545570681,Resistant,0.03762088,Resistant,Subgroup 2,liver-like
KKK-D131,Momelotinib,-0.862992642196181,Sensitive,-0.242608502,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Momelotinib,-0.50958801492186,Sensitive,-0.172120168,Sensitive,Subgroup 1,liver-like
KKU-055,Momelotinib,0.497598588119975,Resistant,0.028768276,Resistant,Subgroup 2,liver-like
KKU-100,Momelotinib,0.456242460904056,Resistant,0.020519588,Resistant,Subgroup 2,liver-like
KKU-156,Momelotinib,0.588322091611091,Resistant,0.046863536,Resistant,Subgroup 1,pancreas-like
KKU-213,Momelotinib,0.472904647045163,Resistant,0.023842945,Resistant,Subgroup 1,pancreas-like
KKU-214,Momelotinib,0.314408927754098,Resistant,-0.007769825,Sensitive,Subgroup 1,pancreas-like
RBE,Momelotinib,0.346355340370465,Resistant,-0.001397952,Sensitive,Subgroup 1,liver-like
SSP-25,Momelotinib,0.785233425807251,Resistant,0.086138494,Resistant,Subgroup 2,liver-like
TFK-1,Momelotinib,0.964911482752691,Resistant,0.121976188,Resistant,Subgroup 2,pancreas-like
YSCCC,Momelotinib,0.353364198112902,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Mycophenolate Mofetil,-1.66080456746921,Sensitive,-0.616748959,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Mycophenolate Mofetil,0.148409171974294,Resistant,0.00061588,Resistant,Subgroup 2,pancreas-like
HuH-28,Mycophenolate Mofetil,1.80410172910358,Resistant,0.565594106,Resistant,Subgroup 2,liver-like
KKK-D068,Mycophenolate Mofetil,0.144794406729575,Resistant,-0.0006176,Sensitive,Subgroup 2,liver-like
KKK-D131,Mycophenolate Mofetil,0.99073887311547,Resistant,0.288047226,Resistant,Subgroup 2,pancreas-like
KKK-D138,Mycophenolate Mofetil,0.146604309618263,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Mycophenolate Mofetil,0.192532151536644,Resistant,0.015672131,Resistant,Subgroup 2,liver-like
KKU-100,Mycophenolate Mofetil,-2.05545356705737,Sensitive,-0.751416528,Sensitive,Subgroup 2,liver-like
KKU-156,Mycophenolate Mofetil,-0.572824141004532,Sensitive,-0.245493288,Sensitive,Subgroup 1,pancreas-like
KKU-213,Mycophenolate Mofetil,0.634077115256099,Resistant,0.166342187,Resistant,Subgroup 1,pancreas-like
KKU-214,Mycophenolate Mofetil,0.122343449349704,Resistant,-0.008278625,Sensitive,Subgroup 1,pancreas-like
RBE,Mycophenolate Mofetil,0.376475026186203,Resistant,0.078439653,Resistant,Subgroup 1,liver-like
SSP-25,Mycophenolate Mofetil,0.991661117689584,Resistant,0.288361927,Resistant,Subgroup 2,liver-like
TFK-1,Mycophenolate Mofetil,-0.707211534618922,Sensitive,-0.291350806,Sensitive,Subgroup 2,pancreas-like
YSCCC,Mycophenolate Mofetil,-0.555443540409377,Sensitive,-0.23956244,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Nilotinib,-0.658131981163889,Sensitive,-0.163507953,Sensitive,Subgroup 1,liver-like
KKU-055,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,Nilotinib,-2.19058152642039,Sensitive,-0.369970251,Sensitive,Subgroup 1,pancreas-like
KKU-213,Nilotinib,-1.79603325317987,Sensitive,-0.316813954,Sensitive,Subgroup 1,pancreas-like
KKU-214,Nilotinib,-1.46567014947048,Sensitive,-0.272305131,Sensitive,Subgroup 1,pancreas-like
RBE,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Nilotinib,0.555492446384967,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Nutlin-3,0.694279389801078,Resistant,0.087338216,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Nutlin-3,0.428288043241297,Resistant,0.012853595,Resistant,Subgroup 2,pancreas-like
HuH-28,Nutlin-3,-0.245724741912397,Sensitive,-0.175887834,Sensitive,Subgroup 2,liver-like
KKK-D068,Nutlin-3,0.664336561028891,Resistant,0.078953431,Resistant,Subgroup 2,liver-like
KKK-D131,Nutlin-3,0.694279389801078,Resistant,0.087338216,Resistant,Subgroup 2,pancreas-like
KKK-D138,Nutlin-3,0.694279389801078,Resistant,0.087338216,Resistant,Subgroup 1,liver-like
KKU-055,Nutlin-3,0.694279389801078,Resistant,0.087338216,Resistant,Subgroup 2,liver-like
KKU-100,Nutlin-3,-2.39438358253645,Sensitive,-0.77756921,Sensitive,Subgroup 2,liver-like
KKU-156,Nutlin-3,0.256352011803187,Sensitive,-0.035293047,Sensitive,Subgroup 1,pancreas-like
KKU-213,Nutlin-3,0.140049804326394,Sensitive,-0.067860745,Sensitive,Subgroup 1,pancreas-like
KKU-214,Nutlin-3,0.382386688085256,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,Nutlin-3,-1.995216077981,Sensitive,-0.665791738,Sensitive,Subgroup 1,liver-like
SSP-25,Nutlin-3,0.241634568039838,Sensitive,-0.039414321,Sensitive,Subgroup 2,liver-like
TFK-1,Nutlin-3,0.694279389801078,Resistant,0.087338216,Resistant,Subgroup 2,pancreas-like
YSCCC,Nutlin-3,-0.9491202231004,Sensitive,-0.372857196,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,NVP-AEW541,1.29924997325247,Resistant,0.243173861,Resistant,Subgroup 1,pancreas-like
HuCCT-1,NVP-AEW541,0.190797602040019,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,NVP-AEW541,0.43689561121534,Resistant,0.053989332,Resistant,Subgroup 2,liver-like
KKK-D068,NVP-AEW541,0.7729173775137,Resistant,0.127706266,Resistant,Subgroup 2,liver-like
KKK-D131,NVP-AEW541,0.766957725284216,Resistant,0.126398829,Resistant,Subgroup 2,pancreas-like
KKK-D138,NVP-AEW541,-1.0094224928007,Sensitive,-0.263305995,Sensitive,Subgroup 1,liver-like
KKU-055,NVP-AEW541,1.81345525239108,Resistant,0.355980948,Resistant,Subgroup 2,liver-like
KKU-100,NVP-AEW541,-0.932538390228887,Sensitive,-0.246439051,Sensitive,Subgroup 2,liver-like
KKU-156,NVP-AEW541,-1.13421180880987,Sensitive,-0.290682453,Sensitive,Subgroup 1,pancreas-like
KKU-213,NVP-AEW541,-1.19401899160138,Sensitive,-0.303803038,Sensitive,Subgroup 1,pancreas-like
KKU-214,NVP-AEW541,-1.02832856014704,Sensitive,-0.267453635,Sensitive,Subgroup 1,pancreas-like
RBE,NVP-AEW541,0.741335104800198,Resistant,0.120777702,Resistant,Subgroup 1,liver-like
SSP-25,NVP-AEW541,-0.679551616435542,Sensitive,-0.190938452,Sensitive,Subgroup 2,liver-like
TFK-1,NVP-AEW541,-0.707322089681017,Sensitive,-0.197030778,Sensitive,Subgroup 2,pancreas-like
YSCCC,NVP-AEW541,0.663785303207402,Resistant,0.103764716,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Olaparib,-2.61525372286205,Sensitive,-0.751790577,Sensitive,Subgroup 2,liver-like
KKK-D068,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Olaparib,0.258150923253599,Resistant,-0.047294307,Sensitive,Subgroup 1,liver-like
KKU-055,Olaparib,-2.1578971123778,Sensitive,-0.639656692,Sensitive,Subgroup 2,liver-like
KKU-100,Olaparib,-0.446534496103949,Sensitive,-0.220067832,Sensitive,Subgroup 2,liver-like
KKU-156,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-214,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Olaparib,0.451048582553654,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Omipalisib,-1.30156757682854,Sensitive,-0.399203683,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Omipalisib,0.493378982302816,Resistant,0.308733652,Resistant,Subgroup 2,pancreas-like
HuH-28,Omipalisib,-0.363170171734432,Sensitive,-0.029094303,Sensitive,Subgroup 2,liver-like
KKK-D068,Omipalisib,1.00831475556389,Resistant,0.511827308,Resistant,Subgroup 2,liver-like
KKK-D131,Omipalisib,0.58512303862508,Resistant,0.34491804,Resistant,Subgroup 2,pancreas-like
KKK-D138,Omipalisib,-1.00406583935446,Sensitive,-0.281867272,Sensitive,Subgroup 1,liver-like
KKU-055,Omipalisib,2.40533886605942,Resistant,1.062821721,Resistant,Subgroup 2,liver-like
KKU-100,Omipalisib,-0.289402739960014,Sensitive,0,Resistant,Subgroup 2,liver-like
KKU-156,Omipalisib,0.475117866503115,Resistant,0.301531362,Resistant,Subgroup 1,pancreas-like
KKU-213,Omipalisib,-0.763959753657299,Sensitive,-0.187168039,Sensitive,Subgroup 1,pancreas-like
KKU-214,Omipalisib,0.211127687363305,Resistant,0.197412104,Resistant,Subgroup 1,pancreas-like
RBE,Omipalisib,0.813745984390939,Resistant,0.435088256,Resistant,Subgroup 1,liver-like
SSP-25,Omipalisib,-0.398003036700042,Sensitive,-0.042832587,Sensitive,Subgroup 2,liver-like
TFK-1,Omipalisib,-1.30156757682854,Sensitive,-0.399203683,Sensitive,Subgroup 2,pancreas-like
YSCCC,Omipalisib,-0.570410485745233,Sensitive,-0.110831085,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Oxaliplatin,0.0260061060548555,Sensitive,-0.079541361,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Oxaliplatin,-0.345803030178434,Sensitive,-0.19567227,Sensitive,Subgroup 2,pancreas-like
HuH-28,Oxaliplatin,-0.374524985894137,Sensitive,-0.204643289,Sensitive,Subgroup 2,liver-like
KKK-D068,Oxaliplatin,0.989630395445384,Resistant,0.221437162,Resistant,Subgroup 2,liver-like
KKK-D131,Oxaliplatin,0.336339847442704,Resistant,0.017388316,Resistant,Subgroup 2,pancreas-like
KKK-D138,Oxaliplatin,-0.400905843041609,Sensitive,-0.212883089,Sensitive,Subgroup 1,liver-like
KKU-055,Oxaliplatin,0.280668753431793,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Oxaliplatin,-1.97526394727938,Sensitive,-0.704618283,Sensitive,Subgroup 2,liver-like
KKU-156,Oxaliplatin,1.14550685958617,Resistant,0.270123635,Resistant,Subgroup 1,pancreas-like
KKU-213,Oxaliplatin,0.758568667726034,Resistant,0.149267315,Resistant,Subgroup 1,pancreas-like
KKU-214,Oxaliplatin,1.26919571649185,Resistant,0.308756627,Resistant,Subgroup 1,pancreas-like
RBE,Oxaliplatin,-1.72270317527773,Sensitive,-0.625733422,Sensitive,Subgroup 1,liver-like
SSP-25,Oxaliplatin,0.839807761404932,Resistant,0.174641543,Resistant,Subgroup 2,liver-like
TFK-1,Oxaliplatin,0.291291615570319,Resistant,0.003317946,Resistant,Subgroup 2,pancreas-like
YSCCC,Oxaliplatin,-1.11781474148275,Sensitive,-0.436802498,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Paclitaxel,-0.754901781808563,Sensitive,-0.237326704,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Paclitaxel,-1.02773229689352,Sensitive,-0.307986865,Sensitive,Subgroup 2,pancreas-like
HuH-28,Paclitaxel,0.36674886187481,Resistant,0.053168716,Resistant,Subgroup 2,liver-like
KKK-D068,Paclitaxel,0.817432728707645,Resistant,0.169890977,Resistant,Subgroup 2,liver-like
KKK-D131,Paclitaxel,0.601583497516534,Resistant,0.113988354,Resistant,Subgroup 2,pancreas-like
KKK-D138,Paclitaxel,-0.565870624849267,Sensitive,-0.188369673,Sensitive,Subgroup 1,liver-like
KKU-055,Paclitaxel,1.66673193516989,Resistant,0.389850312,Resistant,Subgroup 2,liver-like
KKU-100,Paclitaxel,-1.40466072962054,Sensitive,-0.405607264,Sensitive,Subgroup 2,liver-like
KKU-156,Paclitaxel,-1.50239038981079,Sensitive,-0.430918192,Sensitive,Subgroup 1,pancreas-like
KKU-213,Paclitaxel,0.45472264864966,Resistant,0.075952978,Resistant,Subgroup 1,pancreas-like
KKU-214,Paclitaxel,-0.698625990611851,Sensitive,-0.222751881,Sensitive,Subgroup 1,pancreas-like
RBE,Paclitaxel,1.69306887353712,Resistant,0.396671295,Resistant,Subgroup 1,liver-like
SSP-25,Paclitaxel,-0.274533926040617,Sensitive,-0.11291661,Sensitive,Subgroup 2,liver-like
TFK-1,Paclitaxel,0.161455695720182,Resistant,0,Resistant,Subgroup 2,pancreas-like
