ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,,
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,Momelotinib_S.R,192,-0.463414684,-2.209472517,0.006410256,0.020283976,0.010248746,4320,tags=60%, list=34%, signal=40%,CNBP/ILF2/CCNA2/NDUFAB1/CCT3/MCM5/FBL/HNRNPA2B1/RPL22/RPS10/SSB/TARDBP/APEX1/PSMD1/SNRPA/EEF1B2/PSMD14/MCM6/NHP2/UBE2E1/SRSF1/KPNB1/DHX15/RPS6/HNRNPA3/PRPS2/SMARCC1/NOP56/CTPS1/PSMA6/SYNCRIP/EIF4G2/GNL3/NCBP2/ERH/CDC45/CDC20/SF3B3/TXNL4A/HNRNPR/NCBP1/SLC25A3/HNRNPC/IFRD1/HNRNPU/SF3A1/U2AF1/NPM1/EIF4E/PSMD7/RNPS1/NME1/HDGF/CLNS1A/RRP9/DEK/UBE2L3/SERBP1/YWHAE/PTGES3/POLD2/KPNA2/PPIA/RRM1/MCM2/PA2G4/SRPK1/RAN/RPS2/YWHAQ/CCT2/SNRPG/COX5A/CDK2/HDAC2/USP1/RPL6/XPOT/SET/XPO1/HNRNPA1/RPLP0/CCT4/TUFM/VDAC3/HNRNPD/NOP16/NOLC1/DDX21/PHB2/EIF1AX/PRDX3/NAP1L1/HSPE1/PGK1/CUL1/PWP1/MCM4/RPL14/HDDC2/MAD2L1/MRPL9/PPM1G/TCP1/HSP90AB1/SNRPD1/SNRPA1/ACP1/STARD7/PSMB2/PRDX4/GLO1/PABPC4/SSBP1/HPRT1/ODC1
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Momelotinib_S.R,23,0.640151884,1.792967129,0.006430868,0.020283976,0.010248746,1457,tags=61%, list=12%, signal=54%,COL5A2/COL3A1/ITGAV/S100A4/TIMP1/FGFR1/TNFRSF21/VTN/FSTL1/APP/VCAN/PGLYRP1/NRP1/THBD
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,Momelotinib_S.R,194,-0.447785006,-2.134909513,0.006578947,0.020283976,0.010248746,3385,tags=46%, list=27%, signal=34%,MXD3/LSM8/WEE1/BUB1B/RAD21/STAG1/CBX5/NOP56/CTPS1/NASP/SYNCRIP/RAD50/CDKN1B/CDC20/POLE/POLA2/PDS5B/ING3/RFC1/NUDT21/KIF22/HMGB2/AK2/CDCA3/NME1/SLBP/HMMR/DEK/IPO7/NUP205/POLD2/BRCA2/KPNA2/DIAPH3/MCM2/PA2G4/CDKN3/RAN/RACGAP1/RAD1/TOP2A/USP1/CDKN1A/CCNE1/XPO1/TUBG1/DDX39A/PSMC3IP/POLE4/KIF18B/DCTPP1/HNRNPD/TMPO/RAD51C/LYAR/NOLC1/RFC3/RPA2/KIF4A/PRKDC/NCAPD2/PAICS/SPC25/NAP1L1/SMC4/PRPS1/MCM4/MCM3/MAD2L1/EXOSC8/EZH2/RBBP7/CKS2/TACC3/TK1/MYBL2/RRM2/MKI67/BIRC5/SUV39H1/PRDX4/PRIM2/ASF1A/ORC6/UNG/SMC3/CDKN2A/ANP32E/TIPIN
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,Momelotinib_S.R,57,-0.430521402,-1.685258141,0.006734007,0.020283976,0.010248746,4139,tags=56%, list=33%, signal=38%,MCM5/MPHOSPH10/LAS1L/PLK1/TMEM97/SUPV3L1/PLK4/SORD/NOP56/GNL3/IMP4/TFB2M/PES1/NPM1/PUS1/RRP9/SLC19A1/IPO4/PA2G4/UTP20/TCOF1/BYSL/NIP7/DCTPP1/NOP16/NOLC1/HSPE1/RRP12/MCM4/PPRC1/UNG/MYBBP1A
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Momelotinib_S.R,90,0.42120772,1.550227243,0.006784261,0.020283976,0.010248746,1611,tags=28%, list=13%, signal=24%,SRGN/ETS1/ICAM1/MMP9/INHBA/IL1B/IL11/CAPG/HLA-A/TIMP1/ITGB2/BCL3/TGFB1/TGFB2/B2M/FLNA/IL27RA/F2/IL7/DYRK3/RPL39/CSF1/STAT1/HIF1A/GALNT1
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,Momelotinib_S.R,65,-0.406768779,-1.633528329,0.006896552,0.020283976,0.010248746,2501,tags=34%, list=20%, signal=27%,PRKAR2A/PEBP1/AGFG1/CDKN3/RPL39L/IDE/OAZ3/COIL/PSMG1/NCAPH/VDAC3/GSG1/MLF1/STRBP/BRAF/IFT88/TOPBP1/EZH2/HSPA4L/TTK/CLGN/CHFR
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,Momelotinib_S.R,129,0.389152108,1.508821853,0.007662835,0.021285653,0.010754856,2320,tags=30%, list=18%, signal=25%,TIMP3/BMP2/TXNIP/TNFSF10/IL1B/IGFBP6/GADD45B/NEDD9/GNA15/TIMP1/PLAT/TSPO/IFITM3/TGFB2/IL1A/CASP1/PPP2R5B/ANKH/APP/TGFBR3/CCND1/EMP1/PMAIP1/F2/BAX/SC5D/DNAJC3/RETSAT/CD44/GADD45A/CTH/LGALS3/BMF/ENO2/TIMP2/BIRC3/EREG/BCL2L11/CTNNB1
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,Momelotinib_S.R,52,0.464006142,1.546893832,0.010218978,0.026892048,0.013587561,2727,tags=40%, list=22%, signal=32%,BMP2/RAB31/SERPINE1/JUNB/NOG/PMEPA1/CDH1/TGFB1/THBS1/PPP1R15A/FKBP1A/SMURF2/SKIL/HDAC1/LTBP2/BMPR2/SMAD1/CTNNB1/PPM1A/SKI/SMAD7
HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Momelotinib_S.R,182,-0.292039189,-1.393134454,0.012345679,0.030864198,0.015594542,2232,tags=26%, list=18%, signal=22%,RHOT2/NDUFA9/LRPPRC/COX4I1/LDHB/NQO2/COX5A/ALAS1/HADHA/UQCRC2/ATP6V1F/NDUFA1/MGST3/VDAC3/COX7A2/UQCRH/MRPS22/SDHC/ISCU/SUCLG1/NDUFB2/NDUFA8/PHB2/NDUFB5/PRDX3/MRPS12/POR/ABCB7/COX11/PDHA1/TIMM50/COX6A1/MPC1/MDH2/GLUD1/ACAT1/VDAC2/MRPL15/FH/COX7A2L/NDUFS8/PDK4/ISCA1/MTRF1/COX7B/NDUFC1/SURF1
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Momelotinib_S.R,156,0.361815381,1.437311608,0.01494396,0.035580857,0.017977696,2161,tags=28%, list=17%, signal=24%,SLC2A3/HS3ST1/TGFBI/ETS1/GPC4/SERPINE1/TGM2/S100A4/COL5A1/IGFBP1/PAM/LOX/KLF7/IGFBP3/TMEM45A/SDC2/TPBG/TNFAIP3/B3GALT6/GALK1/ANGPTL4/AMPD3/P4HA2/DTNA/PPP1R15A/IRS2/GLRX/TPST2/AK4/SRPX/SAP30/ILVBL/GYS1/EXT1/BCL2/SDC3/HK2/SLC37A4/NAGK/PLIN2/MIF/GBE1/ENO2/NDRG1
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,Momelotinib_S.R,74,0.399663289,1.428284705,0.02364395,0.053347559,0.026954556,2717,tags=36%, list=22%, signal=29%,BST2/C1S/TXNIP/IRF9/MX1/IFITM3/MVB12A/IFI35/CASP1/IFIH1/IFITM2/B2M/IL7/STAT2/PLSCR1/IFI30/CSF1/SAMD9L/LGALS3BP/GBP2/DHX58/SP110/HELZ2/RNF31/PSMA3/UBA7/IRF2
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,Momelotinib_S.R,170,0.339311234,1.362409774,0.024539877,0.053347559,0.026954556,2021,tags=25%, list=16%, signal=22%,FUT8/TGFBI/PLOD2/GPC4/COL5A1/GPR87/PAM/PYGL/TGFA/TSTA3/PLOD1/QSOX1/IGFBP3/SDC2/VCAN/TPBG/B3GALT6/CENPA/GALK1/EXT2/ANGPTL4/BPNT1/PGLS/P4HA2/HS2ST1/IRS2/GLRX/AK4/CLDN3/GMPPA/SAP30/CD44/MET/GYS1/EXT1/SDC3/HK2/CTH/SLC37A4/AGRN/MIF/TPST1/B3GNT3
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,Momelotinib_S.R,142,0.343870973,1.350701664,0.037783375,0.076190476,0.038496241,3016,tags=35%, list=24%, signal=27%,XAF1/BST2/ICAM1/C1S/TXNIP/TNFSF10/KLRK1/HLA-A/HLA-B/IRF9/MX1/IFITM3/PELI1/IFI35/CASP1/IFIH1/DDX58/TNFAIP3/IFITM2/B2M/CD274/MX2/IL7/STAT2/PLSCR1/GPR18/IFI30/STAT1/HIF1A/SAMD9L/LGALS3BP/ST3GAL5/DHX58/SP110/HELZ2/MYD88/RNF31/C1R/PSMA3/JAK2/TNFAIP2/OAS2/IRF2/ZNFX1/PIM1/NOD1/ISG15/PTPN6/NLRC5/CASP7
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Momelotinib_S.R,134,-0.276487755,-1.269842861,0.038095238,0.076190476,0.038496241,1561,tags=23%, list=12%, signal=20%,PROS1/BPHL/SLC46A3/MT2A/CYFIP2/ATP2A2/MCCC2/ABHD6/AKR1C2/ELOVL5/IL1R1/POR/CASP6/GNMT/GCLC/ACP1/ABCC2/BLVRB/KYNU/HMOX1/PTGR1/UGDH/PDK4/PYCR1/ALDH2/HPRT1/GSR/MAN1A1/RAP1GAP/BCAT1/PTGES
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Momelotinib_S.R,159,-0.268867787,-1.261793713,0.047368421,0.091093117,0.046025996,1497,tags=24%, list=12%, signal=21%,TIAM1/IL17RB/TOB1/PDZK1/MED13L/ELOVL5/BHLHE40/HES1/RRP12/GLA/NXT1/SCNN1A/TSKU/SLC16A1/SYBU/ISG20L2/BLVRB/FKBP4/SLC7A5/FASN/CALB2/CA12/PPIF/INHBB/AREG/NRIP1/SLC19A2/MYBBP1A/RAB17/ANXA9/RHOD/SYT12/OPN3/FOS/SEMA3B/HSPB8/PTGES/TFAP2C
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,Momelotinib_S.R,22,0.499257573,1.391520019,0.092382496,0.171078696,0.086439762,1661,tags=32%, list=13%, signal=28%,L1CAM/NRP2/UNC5C/CDK5R1/DPYSL2/NRP1/ETS2
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Momelotinib_S.R,76,0.352610496,1.266637741,0.112947658,0.201692247,0.101907662,1005,tags=18%, list=8%, signal=17%,SERPINB2/NPY4R/SLC6A14/SYNPO/KRT13/MX1/TENM2/HTR1D/TGFB2/TCF7L1/KRT5/SGK1/MAGIX/KRT15
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Momelotinib_S.R,50,0.385925163,1.264908901,0.134416544,0.231752661,0.117096082,1680,tags=30%, list=13%, signal=26%,IL1B/TNFRSF21/IRF9/CXCL1/TGFB1/CD9/OSMR/MAP3K8/IL6ST/IL7/STAT2/PDGFC/CSF1/STAT1/CD44
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,Momelotinib_S.R,149,0.288641787,1.140963063,0.209273183,0.348788638,0.176230049,2132,tags=29%, list=17%, signal=24%,LAMC2/IGFBP4/SFN/AGR2/RAB31/GJB3/KRT13/RPS6KA2/CDH1/CYP4F11/NMU/ST14/CKB/TSTA3/MOCS2/SLC1A4/CD9/ASS1/SGK1/SLC27A2/TSPAN13/TPBG/IL6ST/KLF4/RBBP8/CCND1/ATP2B4/ADD3/PKP3/TRIM29/TJP3/NBL1/XRCC3/CD44/HR/PLXNB1/BCL2/MEST/ABHD2/COX6C/UNC13B/LSR/PRSS23
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,Momelotinib_S.R,189,-0.226370235,-1.07659015,0.232704403,0.375329681,0.18964026,2427,tags=25%, list=19%, signal=21%,GAPDH/NFIL3/RRP9/EBP/NUP205/PIK3R3/GMPS/PPIA/MCM2/ABCF2/PDAP1/PNO1/STIP1/CDKN1A/TUBG1/PSMG1/TOMM40/DDX39A/ATP2A2/CACYBP/ASNS/ELOVL5/BHLHE40/HSPE1/PGK1/GLA/MLLT11/PSMB5/MCM4/GCLC/LTA4H/TPI1/NUFIP1/MTHFD2L/STC1/IDI1/RRM2/FDXR/SLC7A5/DDIT4/PPA1/UNG/PSPH/POLR3G/HPRT1/GSR/CORO1A/BCAT1
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,Momelotinib_S.R,15,-0.409891708,-1.137499295,0.28271028,0.441734813,0.223192327,2593,tags=47%, list=21%, signal=37%,SPCS1/SRP9/PKLR/STXBP1/HNF1A/VDR/SRPRB
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,Momelotinib_S.R,180,0.258734152,1.046074217,0.358851675,0.543714659,0.274718985,1820,tags=20%, list=15%, signal=17%,KRT17/SFN/SERPINB5/BMP2/CDH13/TXNIP/S100A4/SLC7A11/CDK5R1/PLK3/TNFSF9/TGFB1/ST14/TGFA/IL1A/CASP1/APP/TP63/KLF4/CD82/CGRRF1/ITGB4/KIF13B/PLXNB2/BAX/PPP1R15A/BLCAP/IFI30/PTPN14/ABCC5/EI24/EPHA2/RETSAT/GADD45A/LIF/ANKRA2
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Momelotinib_S.R,127,-0.219284597,-1.001292158,0.45814978,0.673749676,0.340420889,1557,tags=18%, list=12%, signal=16%,BPHL/ALDH3A2/SDHC/SUCLG1/AADAT/ELOVL5/ACAT2/PCBD1/GLUL/HSPH1/CCDC58/ERP29/PDHA1/LTC4S/IDI1/MDH2/FASN/ECI2/UGDH/FH/SMS/ODC1/D2HGDH
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,Momelotinib_S.R,85,0.267876202,0.977175054,0.517857143,0.737100737,0.372429846,3243,tags=32%, list=26%, signal=24%,SEMA3C/TSPO/SIAH1/SLC27A2/ACOT8/HSD17B4/SLC23A2/PEX2/PEX14/ABCC5/RDH11/RETSAT/PEX11B/SLC25A19/ACSL5/DHRS3/VPS4B/HMGCL/DLG4/CDK7/ATXN1/SLC35B2/BCL10/EHHADH/YWHAH/ACSL4/ERCC1
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,Momelotinib_S.R,155,0.244406692,0.970291613,0.534332085,0.737100737,0.372429846,1868,tags=17%, list=15%, signal=14%,C3/LPIN2/SLC6A8/SIDT2/SLC7A11/TSPAN5/SMOX/FBXO34/RBM38/CTNS/PPP2R5B/ADIPOR1/UCP2/PICALM/PGLS/P4HA2/RIOK3/NEK7/NFE2L1/AGPAT4/DAAM1/SPTB/MBOAT2/BCAM/PIGQ/ENDOD1
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Momelotinib_S.R,172,0.240613041,0.966114784,0.545454545,0.737100737,0.372429846,2323,tags=21%, list=19%, signal=17%,C3/LAMA4/PPARG/MARC2/FZD4/ELMOD3/NABP1/STAT5A/RAB34/PHLDB1/SLC27A1/NMT1/VEGFB/UCP2/ANGPT1/LIFR/ANGPTL4/ABCA1/RIOK3/PEX14/DECR1/ACAA2/LIPE/RETSAT/AGPAT3/SPARCL1/DHRS7B/GADD45A/PREB/PLIN2/GBE1/NDUFB7/PEMT/DNAJB9/UQCRQ/ESRRA
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,Momelotinib_S.R,70,0.259121778,0.912195711,0.615168539,0.792915251,0.400630864,2495,tags=26%, list=20%, signal=21%,SLCO1A2/SLC27A2/ABCA4/DIO2/HSD17B4/SLC23A2/ABCA1/LIPE/FADS2/RETSAT/ACSL5/PEX12/NPC1/EFHC1/PEX26/ABCA5/NUDT12/ATXN1
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,Momelotinib_S.R,88,0.249019663,0.916945853,0.618473896,0.792915251,0.400630864,2248,tags=24%, list=18%, signal=20%,ADAMTS1/ITGAV/PMEPA1/KRT8/PTK2B/ACTN1/SGK1/ANKH/B2M/CCND1/LIFR/MYL12A/NKX3-1/UAP1/ALDH1A3/HMGCS1/SPCS3/ABHD2/PTPN21/NDRG1/DNAJB9
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Momelotinib_S.R,122,-0.197026532,-0.887838997,0.755555556,0.928629359,0.469202203,2041,tags=20%, list=16%, signal=17%,PDAP1/STIP1/CLTB/CDK2/ALAS1/TGFBRAP1/CCNE1/ATP6V1F/AGO2/CLCN2/ASNS/DDX21/NAT1/MGAT1/ATF3/CTSV/FKBP4/HMOX1/IGFBP2/PPIF/CDKN2B/POLG2/CCND3/FOS/RRAD
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,Momelotinib_S.R,29,0.264130142,0.77087382,0.791666667,0.928629359,0.469202203,2884,tags=31%, list=23%, signal=24%,FZD7/MAML2/CCND1/ST3GAL6/SAP30/JAG1/PRKCA/TCF7L2/NOTCH1
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,Momelotinib_S.R,27,0.262284562,0.755268336,0.809904153,0.928629359,0.469202203,849,tags=11%, list=7%, signal=10%,SULF2/GSTM3/APP
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Momelotinib_S.R,105,-0.19365965,-0.853061189,0.829059829,0.928629359,0.469202203,2659,tags=26%, list=21%, signal=20%,SDAD1/SPCS1/NPM1/EIF4E/LSM4/EEF2/EDC4/RRP9/NFYA/EIF4A3/STC2/DCP1A/ATP6V0D1/YIF1A/XPOT/VEGFA/EIF4EBP1/NOLC1/SRPRB/ASNS/TSPYL2/ATF3/SLC7A5/NFYB/DDIT4/EXOSC2/ALDH18A1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,Momelotinib_S.R,28,0.257508691,0.744202724,0.83171521,0.928629359,0.469202203,2320,tags=25%, list=18%, signal=20%,DKK1/DVL2/NUMB/JAG1/HDAC11/AXIN1/CTNNB1
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Momelotinib_S.R,85,-0.197077321,-0.839794581,0.835766423,0.928629359,0.469202203,2709,tags=22%, list=22%, signal=18%,DDIT3/EIF4E/PRKAR2A/PIK3R3/CLTC/RPS6KA3/THEM4/CDK2/UBE2N/RALB/CDKN1A/TIAM1/PLA2G12A/ATF1/ARF1/RIPK1/CAB39L/IRAK4/MKNK1
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Momelotinib_S.R,68,0.216017949,0.7591927,0.875871688,0.952034443,0.481027929,1940,tags=21%, list=15%, signal=17%,PPARG/MAL2/CD9/ANXA5/CXCL16/SC5D/CHKA/LGMN/PLSCR1/FADS2/HMGCS1/LDLR/LGALS3/JAG1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,Momelotinib_S.R,44,0.202066742,0.651972992,0.946348733,0.984393758,0.497377899,3659,tags=36%, list=29%, signal=26%,JUNB/EGLN2/NQO1/ERCC2/PDLIM1/GLRX/NDUFB4/SBNO2/G6PD/STK25/MBP/GLRX2/HMOX2/CAT/NDUFA6/GPX4
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Momelotinib_S.R,91,0.184522444,0.684260242,0.953271028,0.984393758,0.497377899,3152,tags=23%, list=25%, signal=17%,GALC/ICA1/PAM/SCAMP1/VAMP3/ABCA1/GOSR2/ARFGAP3/GNAS/VPS4B/SNAP23/NAPA/AP2S1/ERGIC3/TMX1/STX7/TMED10/STX12/MAPK1/ADAM10/SEC31A
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,Momelotinib_S.R,194,0.178990358,0.729754229,0.964705882,0.984393758,0.497377899,2960,tags=22%, list=24%, signal=17%,NDC80/SYNPO/NEDD9/NCK2/ABR/ARAP3/MAP1S/BIN1/CYTH2/MARK4/FSCN1/FLNA/CTTN/KIFAP3/LLGL1/DOCK4/TRIO/KPTN/EPB41L2/CDC42BPA/ARHGEF2/SHROOM1/TAOK2/GEMIN4/PALLD/RASA2/SAC3D1/DLGAP5/VCL/BCL2L11/GSN/CEP72/ARHGAP4/ALS2/TUBGCP6/CEP57/AKAP13/ARHGAP5/CDC42EP1/RALBP1/CEP131/RASA1
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,Momelotinib_S.R,142,-0.143462082,-0.669153535,1,1,0.505263158,3355,tags=29%, list=27%, signal=21%,SSRP1/STX3/FEN1/APRT/POLR2D/GTF2H3/ERCC4/GTF3C5/ERCC5/AK3/POLR1C/ADRM1/TAF1C/POLR2F/NCBP2/POLA2/NUDT21/RALA/ELL/SEC61A1/NME1/GTF2A2/ALYREF/PRIM1/POLR3C/POLR2J/SUPT5H/ZWINT/POLR1D/UMPS/UPF3B/POLE4/RFC3/RPA2/VPS37B/TAF13/RRM2B/POLR2C/HPRT1/NME3/SURF1
HALLMARK_E2F_TARGETS,HALLMARK_E2F_TARGETS,Mycophenolate Mofetil_S.R,194,-0.479225117,-2.012775667,0.00128041,0.016015375,0.00876631,3514,tags=47%, list=28%, signal=35%,HMMR/EIF2S1/LBR/TUBG1/MAD2L1/SMC6/MELK/TMPO/WDR90/NUP153/NOP56/ANP32E/CENPM/ESPL1/MCM5/HNRNPD/BARD1/MCM7/RBBP7/SPAG5/BRCA2/BRCA1/LYAR/UBE2T/UNG/PSIP1/TIPIN/NUP205/RPA1/GINS4/SMC3/HMGB3/SMC1A/LUC7L3/HMGA1/RACGAP1/EZH2/NOLC1/LIG1/KIF2C/MCM3/PDS5B/XPO1/RNASEH2A/SPC24/DNMT1/NME1/DEPDC1/CDK1/RAD21/DLGAP5/CKS2/STAG1/AURKA/DCK/ILF3/MYBL2/PRKDC/RRM2/NUP107/DDX39A/CSE1L/KIF18B/SPC25/AURKB/BIRC5/LMNB1/MCM2/TOP2A/PRDX4/CDC20/BUB1B/DSCC1/CKS1B/DIAPH3/POLD2/MKI67/HMGB2/CIT/EXOSC8/CDCA8/SSRP1/PRPS1/CDCA3/MSH2/ORC6/POP7/KIF4A/MCM4/PRIM2/CDKN2C/CDKN2A
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Mycophenolate Mofetil_S.R,142,-0.536831787,-2.160740717,0.001360544,0.016015375,0.00876631,808,tags=36%, list=6%, signal=34%,MATN2/NT5E/FAS/LOXL1/DKK1/VCAN/SERPINE2/ID2/LGALS1/GPC1/ITGA5/GEM/LAMA3/PLOD2/SLC6A8/SPARC/CAPG/MYLK/CTHRC1/FLNA/ACTA2/MATN3/LAMC2/PTX3/CAP2/PLOD1/INHBA/DPYSL3/IGFBP4/MYL9/TPM1/IL32/CDH2/SNTB1/SNAI2/SGCB/TNC/THBS1/PMP22/ITGAV/PTHLH/FN1/OXTR/COL7A1/TGFBI/EDIL3/COL6A2/TPM2/BASP1/MMP14/VIM
HALLMARK_MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,Mycophenolate Mofetil_S.R,192,-0.369609469,-1.553099483,0.00255102,0.016015375,0.00876631,4818,tags=52%, list=38%, signal=33%,CCT3/CCNA2/TARDBP/PHB2/RAD23B/DHX15/RRP9/RPL6/HNRNPA3/ILF2/EIF3B/ABCE1/ERH/PWP1/RNPS1/APEX1/SYNCRIP/ACP1/GLO1/EIF4A1/SSBP1/RPL18/STARD7/G3BP1/SLC25A3/DEK/UBE2E1/HDGF/RAN/HSPD1/EIF4G2/EIF2S1/EEF1B2/HDAC2/MAD2L1/VDAC3/PTGES3/MRPL23/DDX21/PPIA/NOP56/MCM5/RRM1/HNRNPA1/CCT2/CLNS1A/HNRNPD/MCM7/YWHAE/RPLP0/PABPC4/DDX18/BUB3/PRDX3/PSMA7/HNRNPU/TRIM28/TFDP1/PSMD1/SMARCC1/HPRT1/PHB/NOLC1/VBP1/SET/SNRPD1/MRPL9/POLE3/XPO1/NME1/IMPDH2/CCT7/AIMP2/PSMB3/KPNB1/HSP90AB1/FBL/COPS5/U2AF1/PSMB2/HSPE1/EIF1AX/RPS5/MCM2/PSMD14/PRDX4/CDC20/YWHAQ/POLD2/PSMD3/RPS2/SNRPG/PGK1/PRPS2/PSMD8/CCT4/PPM1G/MCM4/SRM/CSTF2
HALLMARK_G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,Mycophenolate Mofetil_S.R,185,-0.412470791,-1.728486631,0.002560819,0.016015375,0.00876631,2992,tags=37%, list=24%, signal=29%,ESPL1/UPF1/MCM5/E2F1/HNRNPD/BARD1/CCNF/BUB3/BRCA2/ABL1/NCL/BUB1/HNRNPU/GINS2/TFDP1/SMARCC1/HMGB3/SMC1A/HMGA1/RACGAP1/EZH2/CUL4A/RBL1/CENPF/NOLC1/TGFB1/CCND1/SNRPD1/KIF2C/MCM3/PDS5B/XPO1/CDK1/RAD21/CKS2/DTYMK/STAG1/AURKA/KPNB1/ILF3/MYBL2/HMGN2/CENPA/DDX39A/SQLE/AURKB/BIRC5/LMNB1/MCM2/NOTCH2/ODF2/TOP2A/TTK/CDC20/CKS1B/UBE2C/KIF11/SMC2/MKI67/TPX2/NDC80/DKC1/ORC6/KIF4A/INCENP/PRIM2/MARCKS/CDKN2C/SAP30
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Mycophenolate Mofetil_S.R,135,-0.410935997,-1.655133244,0.002677376,0.016015375,0.00876631,2125,tags=34%, list=17%, signal=29%,ITGA3/CLDN14/VCL/HADH/EXOC4/NEXN/CAP1/AMIGO2/ACTG1/CRAT/MSN/ARPC2/SDC3/TIAL1/CLDN5/AKT3/PARVA/YWHAH/PARD6G/DSC3/BMP1/CNN2/JAM3/HRAS/SORBS3/MAP4K2/EPB41L2/VCAN/ITGB4/GNAI2/MAPK11/CERCAM/LAMA3/RSU1/NLGN2/COL17A1/LAMC2/MYL9/SYK/ICAM1/MDK/MMP9/IRS1/ICAM2/RAC2/TGFBI
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Mycophenolate Mofetil_S.R,90,-0.441895401,-1.674726777,0.002828854,0.016015375,0.00876631,1306,tags=26%, list=10%, signal=23%,INHBB/LY75/UBE2D1/TIMP1/IL1B/FAS/SOCS5/HLA-A/ELF4/GCNT1/CAPG/FLNA/APBB1/F2/BCAT1/TGFB2/CSF1/INHBA/STAB1/ICAM1/MMP9/F2R/CDKN2A
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,Mycophenolate Mofetil_S.R,74,0.525391957,2.170297778,0.003236246,0.016015375,0.00876631,1556,tags=34%, list=12%, signal=30%,IFIT2/SAMD9/MX1/BST2/IFIH1/IFIT3/HERC6/IL4R/C1S/IFI44L/SAMD9L/TRAFD1/DDX60/CASP1/IL15/NCOA7/IRF9/PARP14/RNF31/PLSCR1/ELF1/PSME2/SLC25A28/PARP9/TRIM14
