Batch,cellline,agent,type,Subtype1,Subtype2,GR50,GR_AOC,IC50,AUC
B55,KKU100,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.017958247,1.162754632,0.054704262,0.31341196
B55,KKU156,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.050962409,1.046212198,0.037700736,0.237618991
B55,KKU213,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.028662923,1.113673322,0.023460701,0.188567434
B55,KKU214,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.046301755,1.078909428,0.049781453,0.262549161
B55,KKKD068,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.014320893,1.177016596,0.032558763,0.264680219
B55,KKKD131,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.022974462,0.98485328,0.032157165,0.279111573
B55,KKKD138,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.080221134,1.057945502,0.121437471,0.418441702
B55,RBE,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.049104327,0.868264361,0.051899959,0.319506151
B55,SSP25,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.063342304,0.930476247,0.063613664,0.327580116
B55,TFK1,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.062606946,0.763429822,0.09836456,0.455450256
B55,YSCCC,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.094595252,0.923131222,0.16171197,0.445593425
B41,HuCCA1,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.081051791,0.819492167,0.320157722,0.580403411
B41,HuCCT1,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.040869056,1.029761465,0.036875806,0.241962265
B41,HUH28,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.009765625,1.55230187,0.063993373,0.313034966
B41,KKU055,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.045307425,1.168453724,0.041943047,0.222539711
B41,KKU100,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.049105404,1.054430713,0.148446595,0.450084754
B41,KKU156,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.050102206,1.042520732,0.036998503,0.220274034
B41,KKU213,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.031906464,1.157885766,0.0309213,0.20541576
B41,KKU214,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.039676987,1.117309977,0.038350158,0.234130534
B41,KKKD068,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.062209439,0.874781506,0.070561712,0.409040372
B41,KKKD131,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.066948911,0.986893308,0.072228149,0.336997908
B41,KKKD138,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.080323112,1.099437522,0.121625622,0.424164904
B41,RBE,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.063586787,0.917110381,0.074271753,0.386208728
B41,SSP25,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.047980465,1.139442303,0.058144086,0.290826415
B41,TFK1,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.077788212,0.748651084,0.059771978,0.330391097
B41,YSCCC,Epirubicin,Chemotherapeutic drug,Intercalation_into_DNA,Intercalation_into_DNA,0.094036191,0.860919442,0.156666999,0.447036631
B25,HuCCA1,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.277260852,0.510395936,1.615741385,0.653883481
B25,HuCCT1,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.048853852,10,0.937476353
B25,HUH28,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.04046681,10,0.982772943
B25,KKU055,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,-0.007169525,10,1.011843283
B25,KKU100,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.073490683,10,0.915429873
B25,KKU156,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,9.494749195,0.06514723,6.038736932,0.91461946
B25,KKU213,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,8.601990204,0.115885695,7.509018586,0.862039855
B25,KKU214,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,7.168439911,0.085225247,5.202895425,0.897609893
B25,KKKD068,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,-0.118839504,10,1.089036841
B25,KKKD131,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,-0.043146433,10,1.042938448
B25,KKKD138,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.05188834,10,0.950326719
B25,RBE,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.070052107,10,0.917180469
B25,SSP25,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.079073307,10,0.918405923
B25,TFK1,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.236771647,10,0.799622439
B25,YSCCC,Erlotinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,2.11233066,0.256576445,10,0.806689002
B27,HuCCA1,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.746427493,0.45076063,1.206498866,0.728248767
B27,HuCCT1,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.623595905,0.439725329,0.600500372,0.61532592
B27,HUH28,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.111889585,0.825368594,0.355728476,0.653331224
B27,KKU055,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.361374459,0.573472786,0.310248608,0.532631632
B27,KKU100,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.190903288,0.743129021,0.198859062,0.446949242
B27,KKU156,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.83573373,0.409246128,0.690959346,0.628211287
B27,KKU213,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.249930563,0.65133098,0.200054872,0.447663548
B27,KKU214,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.443980482,0.520408989,0.388157191,0.56527063
B27,KKKD068,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.687919992,0.446220761,0.923273276,0.704610856
B27,KKKD131,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.970067384,0.364546638,1.223499833,0.717744034
B27,KKKD138,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,2.200932331,0.264775506,2.940781345,0.810459093
B27,RBE,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.389631171,0.503395358,0.522152461,0.601678724
B27,SSP25,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.004424574,0.395426035,1.064887121,0.687791101
B27,TFK1,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.536803454,0.429916923,0.504897528,0.60972972
B27,YSCCC,Etoposide,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.183967715,0.387007712,2.276410305,0.735146751
B10,HuCCA1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.1626158,10,0.874659005
B10,HuCCT1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.239596849,10,0.744138081
B10,HUH28,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,-0.155858369,10,1.038639136
B10,KKU055,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.289823673,10,0.647693672
B10,KKU100,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.35272729,10,0.795642644
B10,KKU156,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.177142965,10,0.759445167
B10,KKU213,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.003913457,10,0.995679942
B10,KKU214,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.044835001,10,0.958102958
B10,KKKD068,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.094815973,10,0.926035226
B10,KKKD131,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.495108191,10,0.580708669
B10,KKKD138,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.190161393,10,0.86397822
B10,RBE,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.024588404,10,0.971088098
B10,SSP25,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.247784569,10,0.713060398
B10,TFK1,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.427234545,10,0.517509264
B10,YSCCC,Everolimus,Targeted drug,TOR_signaling,TOR_signaling_mTOR,10,0.408774619,10,0.599379131
B47,HuCCA1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.934117549,0.228755089,2.631088696,0.844772979
B47,HuCCT1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.96214762,0.406195637,0.808149239,0.684813852
B47,HUH28,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.538670881,0.676761725,1.023968698,0.673865815
B47,KKU055,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.642193504,0.608901401,0.595873568,0.619589207
B47,KKU100,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.797151216,0.325083712,1.878750931,0.7486804
B47,KKU156,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.750254038,0.524788912,0.521764957,0.583120829
B47,KKU213,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.839618616,0.509986373,0.609737842,0.629641969
B47,KKU214,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.86130557,0.451604226,0.57562827,0.600632571
B47,KKKD068,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.776362758,0.451294279,0.835619596,0.684515698
B47,KKKD131,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.13899438,0.406162728,1.194389583,0.724984379
B47,KKKD138,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,0.818161286,0.530720026,0.774323029,0.671598285
B47,RBE,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.365125448,0.433063218,1.460134217,0.744490516
B47,SSP25,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.096508168,0.30400373,1.837816163,0.755481672
B47,TFK1,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.021913653,0.262064021,1.722948893,0.757473113
B47,YSCCC,Fedratinib,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.109766111,0.210387015,4.021922631,0.842411059
B53,HuCCA1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.033535578,10,0.978645924
B53,HuCCT1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.405785029,0.446680148,0.443934408,0.629513182
B53,HUH28,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,6.435625773,0.107196665,10,0.951666674
B53,KKU055,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.027576808,10,0.964397609
B53,KKU100,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.024396716,10,0.978389888
B53,KKU156,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.490744492,0.175965421,2.268540625,0.828695891
B53,KKU213,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.164906352,0.234625057,1.77045307,0.759190658
B53,KKU214,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,7.290000638,0.100050371,7.78481906,0.899998655
B53,KKKD068,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,1.424333111,0.297263801,2.095311418,0.791704681
B53,KKKD131,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.915169436,0.322247062,1.102695203,0.754768928
B53,KKKD138,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.288345005,0.247910923,3.374849762,0.841679363
B53,RBE,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,3.465757304,0.161273331,4.694413493,0.873650124
B53,SSP25,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,4.575146685,0.12136277,6.555663747,0.909665941
B53,TFK1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.188165534,0.52288328,0.284063456,0.597545548
B53,YSCCC,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,1.805776841,0.203594078,3.923532651,0.863377518
B49,HuCCA1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,6.170929837,0.123734619,10,0.935017192
B49,HuCCT1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,2.382340837,0.231824483,2.773078803,0.795757822
B49,HUH28,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,8.536552066,0.050892511,10,0.977085509
B49,KKU055,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.024435192,10,0.969784548
B49,KKU100,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.142891885,10,0.933459357
B49,KKU156,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.929791396,0.274688003,2.606577101,0.788559043
B49,KKU213,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,4.689817291,0.143337278,5.484504083,0.873179724
B49,KKU214,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,3.126442264,0.188712073,3.523633426,0.834971802
B49,KKKD068,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.755748518,0.31077676,2.417347505,0.794627748
B49,KKKD131,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,1.762175385,0.299797068,3.439061752,0.809635476
B49,KKKD138,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,5.99932535,0.130458541,8.049570143,0.894218398
B49,RBE,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,8.917529195,0.029659032,10,0.976176858
B49,SSP25,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,4.641591753,0.125139295,4.862709249,0.885022776
B49,TFK1,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.029762489,10,0.979262385
B49,YSCCC,Fludarabine,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_JAK,10,0.007226675,10,0.995776997
B50,HuCCA1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.185024616,0.579296398,1.428936132,0.703100637
B50,HuCCT1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.175827556,10,0.831829041
B50,HUH28,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.113169637,10,0.949522007
B50,KKU055,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.018437917,10,0.976446137
B50,KKU100,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.057493752,10,0.963819778
B50,KKU156,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,3.674291438,0.200910638,10,0.831917079
B50,KKU213,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,5.652418129,0.161410969,8.037301479,0.848088818
B50,KKU214,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,1.53324793,0.278291829,7.523735992,0.737868838
B50,KKKD068,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.053619074,10,0.957554413
B50,KKKD131,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.033200248,10,0.977938372
B50,KKKD138,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,7.632713448,0.19489697,10,0.84073537
B50,RBE,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,9.165375998,0.075612893,10,0.933420684
B50,SSP25,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.152166234,10,0.839563298
B50,TFK1,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,10,0.047151066,10,0.967219658
B50,YSCCC,Gefitinib,Targeted drug,RTK_signaling_EGFR,RTK_signaling_EGFR,0.452252024,0.35472266,10,0.774591143
B54,HuCCA1,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.951239307,10,0.45155602
B54,HuCCT1,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.010629832,1.035767595,0.012824462,0.252214541
B54,HUH28,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.009765625,1.09496363,0.051479309,0.555768304
B54,KKU055,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.017251817,1.386472575,0.016582414,0.097888551
B54,KKU100,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.009765625,1.6500415,0.004182377,0.054009619
B54,KKU156,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.024245271,0.899260337,0.022633577,0.236032092
B54,KKU213,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.02025986,0.960884998,0.020242253,0.229267895
B54,KKU214,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.017520269,0.94816106,0.018929116,0.284363766
B54,KKKD068,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.009765625,1.191846812,0.010713643,0.283287717
B54,KKKD131,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.026127238,0.897747989,0.034503876,0.343267266
B54,KKKD138,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.009765625,1.530465487,0.009187765,0.141116348
B54,RBE,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.009765625,1.074379924,0.008482449,0.288696739
B54,SSP25,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.011138611,1.401525088,0.014731443,0.154818129
B54,TFK1,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.015529837,0.907140305,0.022044395,0.348175559
B54,YSCCC,Gemcitabine,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.122608548,0.635834657,0.191417915,0.599069914
B56,HuCCA1,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,1.752640693,0.271505562,10,0.810991156
B56,HuCCT1,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.361505222,0.446441918,0.408046089,0.626648724
B56,HUH28,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.935719875,0.377947018,10,0.872710266
B56,KKU055,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,10,0.058585408,10,0.920324693
B56,KKU100,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,3.605882302,0.215176381,10,0.826549119
B56,KKU156,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.90328818,0.310922101,0.627326683,0.670658633
B56,KKU213,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.854530647,0.323349843,0.695388908,0.669816303
B56,KKU214,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,0.880460954,0.332630426,0.920815138,0.679826689
B56,KKKD068,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,2.182187328,0.295593054,5.626463585,0.778140567
B56,KKKD131,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,1.135236091,0.326518097,3.57532337,0.71075724
B56,KKKD138,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,2.996105806,0.211651738,6.491173983,0.870315472
B56,RBE,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,1.702835829,0.295699639,2.110157444,0.71445323
B56,SSP25,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,2.193993651,0.24330393,2.499043746,0.761403669
B56,TFK1,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,2.730703669,0.179945595,8.916407175,0.859260504
B56,YSCCC,I-BET,Targeted drug,Epigenetic,Epigenetic_Reader_Domain,2.574254559,0.259082233,10,0.817348625
B44,HuCCA1,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.034280384,10,1.01760809
B44,HuCCT1,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.006638204,10,0.992253782
B44,HUH28,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.024215695,10,0.986271496
B44,KKU055,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.001231695,10,0.998378841
B44,KKU100,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.001610646,10,0.998838012
B44,KKU156,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.000844382,10,1.001130363
B44,KKU213,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.003585409,10,0.99566055
B44,KKU214,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.002815108,10,0.996472319
B44,KKKD068,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.006745547,10,0.99487305
B44,KKKD131,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.007275076,10,1.006077853
B44,KKKD138,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.007506061,10,0.993905554
B44,RBE,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.011139844,10,1.010635371
B44,SSP25,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.000461383,10,1.001083915
B44,TFK1,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.004671483,10,0.995949855
B44,YSCCC,Ifofosfamide,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.020593752,10,1.015796291
B33,HuCCA1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.04154448,10,0.982178384
B33,HuCCT1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.375046999,0.025739025,10,0.978955696
B33,HUH28,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.001157484,10,0.99948753
B33,KKU055,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.144712964,10,0.813636386
B33,KKU100,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.163816987,0.045332679,8.667154186,0.958404954
B33,KKU156,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.379378061,0.094543983,7.064668643,0.866198017
B33,KKU213,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,5.643368533,0.062351537,4.910915283,0.946622118
B33,KKU214,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,7.733409107,-0.010697725,7.514701985,1.027044422
B33,KKKD068,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.024990487,10,0.98044816
B33,KKKD131,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,8.205987853,0.132252889,12.88137927,0.880218149
B33,KKKD138,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.523557804,-0.021046839,10.58049838,1.019309373
B33,RBE,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,9.700446824,0.045275067,10.23082989,0.955588822
B33,SSP25,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,0.049758869,10,0.947020724
B33,TFK1,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,-0.086096375,10,1.098143502
B33,YSCCC,Imatinib,Targeted drug,RTK_signaling_Multi RTK,Multi_kinase,10,-0.018893198,10,1.010545641
Bmix,HuCCA1,INC280,Targeted drug,cMET,cMET,10,-0.037125759,10,1.028550861
Bmix,HuCCT1,INC280,Targeted drug,cMET,cMET,10,-0.068543321,10,1.086723445
Bmix,HUH28,INC280,Targeted drug,cMET,cMET,10,-0.849430454,10,1.036160407
Bmix,KKU055,INC280,Targeted drug,cMET,cMET,10,-0.040535444,10,1.063045421
Bmix,KKU100,INC280,Targeted drug,cMET,cMET,10,0.037075974,10,0.958219427
Bmix,KKU156,INC280,Targeted drug,cMET,cMET,10,-0.059473219,10,1.108057468
Bmix,KKU213,INC280,Targeted drug,cMET,cMET,10,-0.015772387,10,1.027073971
Bmix,KKU214,INC280,Targeted drug,cMET,cMET,10,-0.035436695,10,1.04824756
Bmix,KKKD068,INC280,Targeted drug,cMET,cMET,10,0.262216843,10,0.787603751
Bmix,KKKD131,INC280,Targeted drug,cMET,cMET,10,-0.071618716,10,1.075877421
Bmix,KKKD138,INC280,Targeted drug,cMET,cMET,10,0.003758301,10,0.996958092
Bmix,RBE,INC280,Targeted drug,cMET,cMET,10,0.045146168,10,0.948005986
Bmix,SSP25,INC280,Targeted drug,cMET,cMET,8.095201711,0.172827987,8.394250267,0.804339684
Bmix,TFK1,INC280,Targeted drug,cMET,cMET,10,-0.042551871,10,1.059157153
Bmix,YSCCC,INC280,Targeted drug,cMET,cMET,10,0.005006106,10,0.994319676
B55,HuCCA1,Irinotecan,Chemotherapeutic drug,Topoisomerase,Topoisomerase,1.731835515,0.306038199,2.132037009,0.786189264
