cell_line,agent,type,Subtype1,Subtype2,GR50,GRmax,GR_AOC,GEC50,Grinf,h_GR,r2_GR,pval_GR,flat_fit_GR,IC50,Emax,AUC,EC50,Einf,h,r2_IC,pval_IC,flat_fit_IC,MedianGR50,SubMedianGR50,MedianGR50,SubMedianGR50,MedianGRmax
KKK-D131,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,3.003763233,0.296134943,0.268243586,8.731840785,-0.315871049,0.524733234,0.989300747,1.62E-09,NA,5.548080968,0.430730953,0.765361591,3.266804246,0.141805924,0.547961716,0.986442731,4.57E-09,NA,0.247948477,0.22971722,0.247948477,0.22971722,0.052372014
KKK-D138,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,0.356595993,-0.561606825,0.591650876,1.828436301,-1,0.672721347,0.990023191,3.37E-09,NA,0.88443792,0.117313489,0.630126501,0.878767904,0.002360408,0.732369719,0.987964386,8.04E-09,NA,0.247948477,-0.695772018,0.247948477,-0.695772018,0.052372014
RBE,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,0.124509146,-0.043174815,0.623944754,0.240322634,-0.186005618,0.478642458,0.984207275,1.54E-08,NA,0.20836136,0.227691139,0.488054227,0.083082322,0.199141816,0.554947246,0.984024905,1.11E-08,NA,0.247948477,-1.152747223,0.247948477,-1.152747223,0.052372014
SSP-25,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,10,0.585444883,0.188413347,10,0.333732325,0.495665776,0.948508935,0.000001645,NA,10,0.631608462,0.824876376,10,0.408395069,0.50255553,0.949232491,0.000001587,NA,0.247948477,0.752051523,0.247948477,0.752051523,0.052372014
TFK-1,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,10,0.569767128,0.247924189,9.522259696,0.278668944,0.365093083,0.913544601,0.0000168,NA,10,0.49688863,0.688831509,0.119797838,0.487172299,0.531828995,0.920467874,0.00001136,NA,0.247948477,0.752051523,0.247948477,0.752051523,0.052372014
YSCCC,Selumetinib,Targeted drug,ERK_MAPK_signaling,ERK_MAPK_signaling_MEK,1.870230401,0.097738957,0.296687692,5.371275362,-0.490909848,0.703956589,0.989985184,1.14E-09,NA,5.02757012,0.408049596,0.79432472,3.909301829,0.091326958,0.699569786,0.989430059,1.45E-09,NA,0.247948477,0.023946635,0.247948477,0.023946635,0.052372014
HuCCA-1,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.096993465,0.331062883,0.592092058,0.065266048,0.185960464,1.178883308,0.636033657,0.010623064,NA,8.464012649,0.563748702,0.619679373,0.057752422,0.486377593,1.155704688,0.704601118,0.004139455,NA,-0.972151196,-0.04110633,-0.972151196,-0.04110633,0.116931778
HuCCT-1,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.111794852,0.030561593,0.605809505,0.097768161,0.077544772,1.259791026,0.991169449,1.53E-09,NA,0.20325792,0.322428758,0.55677073,0.08131773,0.351409861,1.325101766,0.991441482,1.69E-09,NA,-0.972151196,0.020573001,-0.972151196,0.020573001,0.116931778
HuH-28,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.430287272,0.20775628,0.422411923,0.133886316,0.300732576,0.783597034,0.912545704,0.0000293,NA,10,0.7031384,0.845950582,10,0.546861347,0.609963099,0.902875268,0.0000547,NA,-0.972151196,0.605909695,-0.972151196,0.605909695,0.116931778
KKU-055,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.101010026,-0.074086014,0.65516324,0.10409295,-0.01601655,1.035879288,0.986499106,4.32E-09,NA,0.121915941,0.1919247,0.457054776,0.07130708,0.221889294,1.093207471,0.98850317,2.30E-09,NA,-0.972151196,-0.023484321,-0.972151196,-0.023484321,0.116931778
KKU-100,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.078814627,0.201482138,0.668914325,0.070429098,0.061311564,1.164732222,0.687616938,0.005557724,NA,0.078301889,0.288185171,0.416206334,0.04428265,0.234286943,1.109048871,0.897862935,0.0000362,NA,-0.972151196,-0.13124198,-0.972151196,-0.13124198,0.116931778
KKU-156,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.08357109,0.116931778,0.683570174,0.081930055,0.011569389,1.201978104,0.784134295,0.001009092,NA,0.048668886,0.130488818,0.307993687,0.039618679,0.11134878,1.228793938,0.975077105,6.59E-08,NA,-0.972151196,-0.105792738,-0.972151196,-0.105792738,0.116931778
KKU-213,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.194513678,0.203602592,0.507819779,0.141781389,0.172945377,1.34111729,0.938804155,0.0000039,NA,0.115547071,0.17135438,0.431325521,0.086537727,0.16245431,1.359655395,0.985945771,5.80E-09,NA,-0.972151196,0.261101342,-0.972151196,0.261101342,0.116931778
KKU-214,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.209607316,0.314319252,0.51948427,0.176228475,0.130094389,1.737532949,0.639008127,0.010243651,NA,0.189935367,0.32788861,0.532277019,0.117132014,0.268952084,1.598060035,0.906228079,0.0000237,NA,-0.972151196,0.293557633,-0.972151196,0.293557633,0.116931778
KKK-D068,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.190178212,0.032384236,0.51470785,0.140699526,0.137772609,1.071283507,0.959942647,0.000000797,NA,10,0.461550883,0.708389115,0.132357567,0.51910073,1.096205819,0.960423509,0.000000745,NA,-0.972151196,0.251311956,-0.972151196,0.251311956,0.116931778
KKK-D131,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.049427869,-0.237654791,0.785759634,0.07174871,-0.164837184,0.79065303,0.961140051,0.000000523,NA,0.505820719,0.357755859,0.588569651,0.067623733,0.396778211,0.802218154,0.961755493,0.000000506,NA,-0.972151196,-0.333876917,-0.972151196,-0.333876917,0.116931778
KKK-D138,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.076485805,-0.477880447,0.870908887,0.113117795,-0.366796828,1.404905295,0.990207471,9.29E-10,NA,0.115721889,0.116646025,0.436890178,0.089333891,0.164084314,1.536286648,0.993654543,1.60E-10,NA,-0.972151196,-0.144267962,-0.972151196,-0.144267962,0.116931778
RBE,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.150372183,0.110537552,0.542214767,0.112786933,0.155534079,1.298918113,0.988963721,1.99E-09,NA,0.170139486,0.261467734,0.514805002,0.087793526,0.282701143,1.263605319,0.991322873,6.11E-10,NA,-0.972151196,0.1493187,-0.972151196,0.1493187,0.116931778
SSP-25,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.15404141,0.24090045,0.583130386,0.133726008,0.086184477,1.341091682,0.571283687,0.022138241,NA,0.23907657,0.384118165,0.54918554,0.094241496,0.328612297,1.151294907,0.797280245,0.000762244,NA,-0.972151196,0.159788681,-0.972151196,0.159788681,0.116931778
TFK-1,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.086503875,0.256979909,0.608461749,0.062654172,0.163631727,1.23252228,0.78872372,0.000918887,NA,0.075604652,0.297177075,0.42468698,0.042301833,0.256589546,1.242586624,0.926583055,0.00000787,NA,-0.972151196,-0.090813242,-0.972151196,-0.090813242,0.116931778
YSCCC,AZD8055,Targeted drug,TOR_signaling,TOR_signaling_mTOR,0.106622486,-0.023585947,0.714910567,0.125708069,-0.123038694,1.337459208,0.786648141,0.000960315,NA,0.1809124,0.301743858,0.513064182,0.099089766,0.266526825,1.268264387,0.899866372,0.0000318,NA,-0.972151196,0,-0.972151196,0,0.116931778
HuCCA-1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.746962429,0.033535578,10,-0.550744257,2.154440447,0.823521599,0.00125164,NA,10,0.84100959,0.978645924,10,0.2543566,2.174545841,0.81880488,0.001385255,NA,0.396329179,0.603670821,0.396329179,0.603670821,0.128608137
HuCCT-1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.405785029,0.014061192,0.446680148,0.395389283,0.025231298,1.877413464,0.99720862,2.09E-11,NA,0.443934408,0.23060013,0.629513182,0.320377696,0.239758975,2.01241877,0.995911578,1.96E-10,NA,0.396329179,-0.788033158,0.396329179,-0.788033158,0.128608137
HuH-28,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,6.435625773,0.449134155,0.107196665,2.88592062,0.416278612,2.335343744,0.972697799,0.000000808,NA,10,0.750522371,0.951666674,2.910908732,0.73530451,2.3348155,0.973424064,0.000000715,NA,0.396329179,0.412261604,0.396329179,0.412261604,0.128608137
KKU-055,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.752903807,0.027576808,10,-0.999999626,2.012443144,0.966620151,0.0000196,NA,10,0.696492269,0.964397609,10,0.28875552,2.583212148,0.960143388,0.0000445,NA,0.396329179,0.603670821,0.396329179,0.603670821,0.128608137
KKU-100,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,10,0.874445733,0.024396716,10,0.182662473,0.66526881,0.19512917,0.280561128,NA,10,0.889797851,0.978389888,10,0.480433775,0.660911349,0.184361823,0.280895374,NA,0.396329179,0.603670821,0.396329179,0.603670821,0.128608137
KKU-156,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.490744492,0.127387546,0.175965421,2.234224228,0.120407517,2.529817135,0.995182785,2.67E-10,NA,2.268540625,0.216041426,0.828695891,1.838449105,0.220203521,2.763131574,0.99152478,4.15E-09,NA,0.396329179,0,0.396329179,0,0.128608137
KKU-213,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.164906352,0.24466765,0.234625057,1.160051256,0.242425969,1.055960323,0.964346448,0.000000657,NA,1.77045307,0.310317433,0.759190658,0.646662169,0.366616964,1.320964135,0.972280727,0.000000324,NA,0.396329179,-0.060890064,0.396329179,-0.060890064,0.128608137
KKU-214,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,7.290000638,0.291754446,0.100050371,10,-1,1.485291578,0.97510419,8.67E-08,NA,7.78481906,0.37351014,0.899998655,7.78481906,0,1.576230008,0.961081875,0.000000684,NA,0.396329179,0.466398388,0.396329179,0.466398388,0.128608137
KKK-D068,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,1.424333111,-0.032149169,0.297263801,1.474539345,-0.034691184,2.18594937,0.993641142,8.29E-10,NA,2.095311418,0.315663777,0.791704681,1.334511093,0.3150532,2.22517373,0.99228503,3.31E-09,NA,0.396329179,-0.242717608,0.396329179,-0.242717608,0.128608137
KKK-D131,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.915169436,-0.024159719,0.322247062,0.914556535,0.001095268,2.034065497,0.989548201,2.24E-09,NA,1.102695203,0.259544133,0.754768928,0.763982385,0.284428445,2.308575586,0.986745336,5.62E-09,NA,0.396329179,-0.434827671,0.396329179,-0.434827671,0.128608137
KKK-D138,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,2.288345005,-0.13400256,0.247910923,2.563965482,-0.165960378,2.550972562,0.992743149,4.69E-10,NA,3.374849762,0.309165577,0.841679363,2.397516524,0.2937969,2.597808953,0.990845778,1.32E-09,NA,0.396329179,-0.036807677,0.396329179,-0.036807677,0.128608137
RBE,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,3.465757304,0.10309215,0.161273331,3.83425934,-0.072037615,1.919582056,0.992309866,1.19E-09,NA,4.694413493,0.34604666,0.873650124,3.159372093,0.267712194,1.989575048,0.989451944,5.69E-09,NA,0.396329179,0.143468969,0.396329179,0.143468969,0.128608137
SSP-25,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,4.575146685,0.153116096,0.12136277,4.625876731,-0.009970941,2.156529087,0.997650751,6.86E-12,NA,6.555663747,0.402523112,0.909665941,4.191496976,0.310230506,2.173420264,0.996927076,2.23E-11,NA,0.396329179,0.264075844,0.396329179,0.264075844,0.128608137
TFK-1,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,0.188165534,0.10113844,0.52288328,0.157429359,0.114368362,1.459899354,0.995789218,2.49E-11,NA,0.284063456,0.335028071,0.597545548,0.131854501,0.345934935,1.540018658,0.994647337,7.23E-11,NA,0.396329179,-1.121789101,0.396329179,-1.121789101,0.128608137
YSCCC,FiveFU,Chemotherapeutic drug,Pyrimidine_antagonists,Pyrimidine_antagonists,1.805776841,0.128608137,0.203594078,1.55663952,0.121901244,1.884418191,0.976358197,0.000000106,NA,3.923532651,0.427905694,0.863377518,1.428946742,0.427560439,1.93639277,0.971432628,0.000000246,NA,0.396329179,-0.1396651,0.396329179,-0.1396651,0.128608137
HuCCA-1,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,3.339682413,-0.635602223,0.192067122,5.449492063,-1,2.243716253,0.978102269,3.49E-08,NA,4.151588701,0.074106218,0.878945165,4.151588701,0,2.396197528,0.968932565,0.000000167,NA,0.555295743,-0.031590573,0.555295743,-0.031590573,0.130835723
HuCCT-1,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,4.085725569,0.041358407,0.106071061,4.96571737,-0.219807877,1.929713355,0.965621698,0.000000627,NA,3.872140247,0.210269463,0.909951959,3.218063356,0.169386777,2.276372092,0.943341382,0.0000063,NA,0.555295743,0.05597345,0.555295743,0.05597345,0.130835723
HuH-28,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,0.009765625,-0.999005882,1.65659111,0.014684093,-0.999501755,0.160578273,0.349003476,0.502285369,NA,9.196515442,0.422709412,0.840623603,9.196515442,0,0.778974488,0.846528611,0.000221638,NA,0.555295743,-2.565595699,0.555295743,-2.565595699,0.130835723
KKU-055,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,1.88184893,0.117409747,0.343012124,10,-1,0.358677867,0.906059311,0.0000273,NA,0.92941505,0.174842017,0.588062374,0.92941505,0,0.358978607,0.906330914,0.0000258,NA,0.555295743,-0.280710986,0.555295743,-0.280710986,0.130835723
KKU-100,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.477977919,0.108410393,10,-1,0.863780353,0.970182555,0.000000444,NA,10,0.49649509,0.884452659,10,0,0.880436304,0.960042415,0.00000137,NA,0.555295743,0.444704257,0.555295743,0.444704257,0.130835723
KKU-156,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,3.591664338,0.012211571,0.072376115,3.614927395,-0.010785373,3.401567052,0.939966502,0.00000333,NA,2.892216825,0.105549955,0.975322935,2.711440259,0.137938824,5,0.84323277,0.000246063,NA,0.555295743,0,0.555295743,0,0.130835723
KKU-213,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,2.882648058,-0.192638679,0.208853194,5.067892235,-0.623046269,1.45422618,0.988317738,7.23E-09,NA,2.197882532,0.054158352,0.779986075,2.124395043,0.034213822,2.076393926,0.983326715,5.95E-08,NA,0.555295743,-0.09550412,0.555295743,-0.09550412,0.130835723
KKU-214,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,3.046346321,0.244961356,0.133041011,2.252338206,0.25224423,2.408927631,0.975157519,6.05E-08,NA,2.680265531,0.293431303,0.871140172,1.860812501,0.316339798,2.780292129,0.963404509,0.000000354,NA,0.555295743,-0.071516468,0.555295743,-0.071516468,0.130835723
KKK-D068,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,3.631342605,0.130835723,0.087060459,3.357372858,0.082808445,2.331255916,0.938417179,0.00000357,NA,4.92842033,0.376624824,0.940566222,2.903300081,0.372277775,2.589300198,0.920020541,0.0000116,NA,0.555295743,0.004771483,0.555295743,0.004771483,0.130835723
KKK-D131,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,6.675463176,0.291477849,0.039369548,6.714092782,0.022960193,2.786057,0.928970358,0.0000307,NA,7.614866527,0.413819626,0.971272865,5.983316061,0.249529525,2.790126721,0.900024229,0.000140852,NA,0.555295743,0.269185662,0.555295743,0.269185662,0.130835723
KKK-D138,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,0.241867925,-0.235572246,0.552615174,10,-1,0.294645338,0.820019149,0.000447515,NA,0.558395927,0.152496893,0.54330312,0.558395927,0,0.282510026,0.811966061,0.000555189,NA,0.555295743,-1.171717464,0.555295743,-1.171717464,0.130835723
RBE,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,8.732378124,0.39750414,0.054946618,10,-0.50996942,2.383602461,0.98230459,1.85E-08,NA,8.667649358,0.416691701,0.942216491,8.117033112,0.075701541,2.507525186,0.971830772,0.000000161,NA,0.555295743,0.38583679,0.555295743,0.38583679,0.130835723
SSP-25,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,3.403852128,0.333851292,0.256572349,10,-0.324918687,0.547604067,0.980682184,2.66E-08,NA,3.719654478,0.38759372,0.738586135,2.156062881,0.149713454,0.584488856,0.975681264,7.27E-08,NA,0.555295743,-0.023325058,0.555295743,-0.023325058,0.130835723
TFK-1,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.829494374,-0.006094231,10,-0.098578134,5,0.832881225,0.000322092,NA,10,0.784994933,1.009492847,9.913926083,0.377758605,5,0.807191003,0.000614667,NA,0.555295743,0.444704257,0.555295743,0.444704257,0.130835723
YSCCC,BGJ398-Nov,Targeted drug,RTK_signaling_FGFR,RTK_signaling_FGFR,10,0.999913321,-0.01072276,0,1.010430205,0.01,-0.716149929,1,1.010430205,10,1,1.012259024,0,1.011926326,0.01,-0.717513472,1,1.011926326,0.555295743,0.444704257,0.555295743,0.444704257,0.130835723
HuCCA-1,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.768187399,0.009609701,0.343942746,0.737891714,0.035506284,1.831972265,0.992073886,3.72E-10,NA,1.525969442,0.37552604,0.777037458,0.677437834,0.392128559,1.890035199,0.990724494,7.88E-10,NA,0.401294165,-0.515826986,0.401294165,-0.515826986,0.134598685
HuCCT-1,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,10,0.68506995,0.010249797,6.521857499,0.588800826,2.899064547,0.933654749,0.00000905,NA,10,0.653430796,0.99068762,6.109005431,0.567271283,2.922388751,0.91746418,0.0000243,NA,0.401294165,0.598705835,0.401294165,0.598705835,0.134598685
HuH-28,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.504174843,0.185310334,0.268528755,7.636857896,-0.461417242,0.598372462,0.988755559,3.15E-09,NA,10,0.669702899,0.893570263,10,0.350648064,0.587773697,0.988719742,2.93E-09,NA,0.401294165,-0.002629516,0.401294165,-0.002629516,0.134598685
KKU-055,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,4.079945487,0.3864098,0.1676212,1.270365183,0.389002379,1.294959586,0.969019327,0.000000163,NA,1.992689378,0.328085209,0.798358032,0.853216722,0.360791989,1.510896908,0.961374703,0.000000438,NA,0.401294165,0.209360196,0.401294165,0.209360196,0.134598685
KKU-100,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,4.894274777,0.38482028,0.205879506,6.339600595,-0.054806421,0.673759924,0.994089621,1.91E-10,NA,4.731830414,0.405234286,0.779558881,3.471376781,0.09979202,0.655426386,0.992583584,5.28E-10,NA,0.401294165,0.288394184,0.401294165,0.288394184,0.134598685
KKU-156,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.730195536,-0.149419839,0.41712507,0.853107922,-0.139145174,1.574427659,0.993371016,1.58E-10,NA,0.483747592,0.03526924,0.543770291,0.470390032,0.023333165,1.680632334,0.977312171,4.06E-08,NA,0.401294165,-0.537854991,0.401294165,-0.537854991,0.134598685
KKU-213,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,1.206615974,0.016092161,0.309543263,1.303543472,-0.050326642,1.241846637,0.996892192,1.12E-11,NA,0.727166691,0.088590028,0.646973707,0.644180447,0.079245933,1.422141171,0.992479346,7.30E-10,NA,0.401294165,-0.319725094,0.401294165,-0.319725094,0.134598685
KKU-214,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.653135086,-0.114661768,0.390045535,0.704376405,-0.084518788,2.088142584,0.991712824,5.28E-10,NA,0.602494186,0.120980737,0.665140288,0.526123433,0.142151119,2.465985014,0.983540676,1.41E-08,NA,0.401294165,-0.58629115,0.401294165,-0.58629115,0.134598685
KKK-D068,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,10,0.670956552,0.082935096,5.100856823,0.512840596,0.76697968,0.918816581,0.0000138,NA,10,0.736722068,0.932106255,3.38454826,0.654476228,0.804567781,0.914845013,0.0000175,NA,0.401294165,0.598705835,0.401294165,0.598705835,0.134598685
KKK-D131,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,9.641277325,0.487279273,0.068639874,3.794127769,0.43474836,2.21091524,0.980234403,7.43E-08,NA,10,0.535742128,0.93610298,3.357439324,0.50986402,2.350400689,0.976045149,0.00000019,NA,0.401294165,0.582840411,0.401294165,0.582840411,0.134598685
KKK-D138,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,1.180236951,-0.162082616,0.335828504,2.274752899,-0.399402436,0.895185363,0.983637272,0.00000001,NA,1.713161088,0.209359494,0.743037823,1.112053869,0.184112813,1.0619581,0.986046752,4.54E-09,NA,0.401294165,-0.329324957,0.401294165,-0.329324957,0.134598685
RBE,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.533730617,0.134598685,0.3975011,0.411015715,0.139146132,1.248694726,0.996714481,3.92E-11,NA,0.534173252,0.253831954,0.623885964,0.304480346,0.255571001,1.276928197,0.995864809,1.33E-10,NA,0.401294165,-0.673972048,0.401294165,-0.673972048,0.134598685
SSP-25,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.519382826,0.107371253,0.17485263,2.330454022,0.052541118,1.441750846,0.963324194,0.000000348,NA,2.825300811,0.296862026,0.852706635,1.555847581,0.324745364,1.761163191,0.95676241,0.000000742,NA,0.401294165,0,0.401294165,0,0.134598685
TFK-1,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,4.846060813,0.422131011,0.134474739,1.745027215,0.418779203,1.792548748,0.987779562,4.24E-09,NA,3.282189892,0.394133958,0.849721561,1.406777647,0.40815484,2.005908793,0.98464603,1.51E-08,NA,0.401294165,0.284094695,0.401294165,0.284094695,0.134598685
YSCCC,Saracatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,4.079260486,0.125994394,0.170231961,9.495469438,-0.651143766,1.131459142,0.997579951,1.92E-12,NA,6.098099222,0.372079061,0.867409739,5.367601606,0.077417394,1.18105038,0.996272332,1.71E-11,NA,0.401294165,0.209287274,0.401294165,0.209287274,0.134598685
HuCCA-1,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,5.388395478,-0.912199634,0.104536481,6.712490962,-1,5,0.985713581,5.91E-09,NA,6.690863938,0.040916006,0.94740687,6.690863938,0,5,0.985469208,6.26E-09,NA,0.929533355,-0.198073892,0.929533355,-0.198073892,0.137066267
HuCCT-1,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,6.479921768,-0.55159781,0.076410477,8.072239032,-1,5,0.986785181,3.51E-09,NA,7.162713002,0.041209689,0.953348809,7.162713002,0,5,0.962063166,0.000000404,NA,0.929533355,-0.117963592,0.929533355,-0.117963592,0.137066267
HuH-28,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,5.649471192,-0.957633412,0.020195856,7.037721056,-1,5,0.938780133,0.0000039,NA,7.122282092,0.041047707,0.984022036,7.122282092,0,5,0.94895521,0.00000173,NA,0.929533355,-0.177525557,0.929533355,-0.177525557,0.137066267
KKU-055,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,3.992277103,-0.77533271,0.17374194,4.858012228,-0.832356672,5,0.996357391,1.66E-11,NA,3.976554297,0.003865716,0.887648811,3.976554297,0,5,0.982076338,1.99E-08,NA,0.929533355,-0.328312677,0.929533355,-0.328312677,0.137066267
KKU-100,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,6.100645257,-0.836185834,0.066152418,7.599762549,-1,5,0.752113422,0.001879916,NA,7.826710017,0.145802314,0.965676898,7.826710017,0,5,0.82040045,0.000440934,NA,0.929533355,-0.144157583,0.929533355,-0.144157583,0.137066267
KKU-156,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,9.639338395,0.425278075,0.024301004,10,-1,5,0.993992524,1.18E-10,NA,10,0.539164494,0.981027443,10,0,5,0.991328442,6.45E-10,NA,0.929533355,0.054513872,0.929533355,0.054513872,0.137066267
KKU-213,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,8.502239901,0.137066267,0.042601761,10,-1,5,0.997439672,2.18E-12,NA,8.666202888,0.314457005,0.96629123,8.666202888,0,5,0.992405628,3.45E-10,NA,0.929533355,0,0.929533355,0,0.137066267
KKU-214,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,7.124405696,-0.320614529,0.02441749,8.875092601,-1,5,0.97642657,6.82E-08,NA,7.534582486,0.100194535,0.999927981,7.534582486,0,5,0.934265917,0.00000599,NA,0.929533355,-0.076784713,0.929533355,-0.076784713,0.137066267
KKK-D068,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,6.059540678,-0.724052667,0.069185113,7.548557302,-1,5,0.978425955,3.21E-08,NA,7.130276014,0.049696862,0.965566914,7.130276014,0,5,0.963914942,0.000000328,NA,0.929533355,-0.14709365,0.929533355,-0.14709365,0.137066267
KKK-D131,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,0.977061817,0.03770363,0,0.977061817,0.01,-0.186673024,1,0.963875227,10,0.98438778,0.974460282,0,0.98438778,0.01,-0.188485194,1,0.975521674,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
KKK-D138,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,1,0.013310955,0,1.001281574,0.01,-0.104622541,1,0.987421324,10,1.001108921,0.98839395,0,1.001108921,0.01,-0.045126114,0.793532332,0.98902952,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
RBE,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,1,-0.025496857,0,1.037642742,0.01,-3.515034206,1,1.025841802,10,1.034614123,1.023448374,0,1.034614123,0.01,-3.486869182,1,1.023762178,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
SSP-25,SH-4-54,Targeted drug,JAK_STAT_signaling,JAK_STAT_signaling_STAT,10,0.576130053,0.002545587,10,-1,5,0.96905582,0.00000105,NA,10,0.58290527,1.000363681,10,0,5,0.958086658,0.000004,NA,0.929533355,0.070466645,0.929533355,0.070466645,0.137066267
